period,flow,sector,hs6,primaryValue,quantity_kg
2020-11,Export,aluminum_76,761699,7118993,393594
2020-11,Export,cement_2523,250700,7196202,16402813
2020-11,Export,cement_2523,252321,17780,7014
2020-11,Export,cement_2523,252330,28784,49200
2020-11,Export,cement_2523,252390,54937,33396
2020-11,Export,fertilizers,280800,30884,8718
2020-11,Export,fertilizers,281410,207181,41601
2020-11,Export,fertilizers,281420,503884,297459
2020-11,Export,fertilizers,283421,35947,10209
2020-11,Export,fertilizers,310210,897855,1416652
2020-11,Export,fertilizers,310221,4650,1000
2020-11,Export,fertilizers,310250,2621,1000
2020-11,Export,fertilizers,310290,140745,28462
2020-11,Export,fertilizers,310510,192194,30351
2020-11,Export,fertilizers,310520,754439,321021
2020-11,Export,fertilizers,310590,970139,262549
2020-11,Export,iron_steel_72,260112,3656800,52250000
2020-11,Export,iron_steel_72,720110,184174,381154
2020-11,Export,iron_steel_72,720241,3738,5306
2020-11,Export,iron_steel_72,720510,126261,12
2020-11,Export,iron_steel_72,720521,1398684,371736
2020-11,Export,iron_steel_72,720529,2126799,1418519
2020-11,Export,iron_steel_72,720610,49522,72508
2020-11,Export,iron_steel_72,720810,25611,36971
2020-11,Export,iron_steel_72,720825,13140,18325
2020-11,Export,iron_steel_72,720827,17871,15361
2020-11,Export,iron_steel_72,720851,48139,30061
2020-11,Export,iron_steel_72,720852,254696,234526
2020-11,Export,iron_steel_72,720853,7187,2910
2020-11,Export,iron_steel_72,720854,12047,2598
2020-11,Export,iron_steel_72,720890,110834,18766
2020-11,Export,iron_steel_72,720916,52066,66239
2020-11,Export,iron_steel_72,720917,88736,32512
2020-11,Export,iron_steel_72,720918,54753,31643
2020-11,Export,iron_steel_72,720925,2736,4126
2020-11,Export,iron_steel_72,720927,48626,33708
2020-11,Export,iron_steel_72,720990,13158,11221
2020-11,Export,iron_steel_72,721012,64000,173343
2020-11,Export,iron_steel_72,721020,37973,3830
2020-11,Export,iron_steel_72,721041,7085,0
2020-11,Export,iron_steel_72,721049,25626,19768
2020-11,Export,iron_steel_72,721050,400200,430357
2020-11,Export,iron_steel_72,721061,26146,26717
2020-11,Export,iron_steel_72,721090,6168,294
2020-11,Export,iron_steel_72,721240,65205,29816
2020-11,Export,iron_steel_72,721250,910253,250148
2020-11,Export,iron_steel_72,721260,127863,36946
2020-11,Export,iron_steel_72,721320,17160,592
2020-11,Export,iron_steel_72,721391,28450,1245
2020-11,Export,iron_steel_72,721399,6000,186
2020-11,Export,iron_steel_72,721550,15700,19886
2020-11,Export,iron_steel_72,721590,51810,25750
2020-11,Export,iron_steel_72,721610,3238,1224
2020-11,Export,iron_steel_72,721621,398962,372861
2020-11,Export,iron_steel_72,721622,4247,7150
2020-11,Export,iron_steel_72,721631,3397,812
2020-11,Export,iron_steel_72,721640,115443,99843
2020-11,Export,iron_steel_72,721691,47256,46011
2020-11,Export,iron_steel_72,721699,12740,1190
2020-11,Export,iron_steel_72,721710,118272,133140
2020-11,Export,iron_steel_72,721810,220983,4082
2020-11,Export,iron_steel_72,721931,3403,181
2020-11,Export,iron_steel_72,722100,197660,5816
2020-11,Export,iron_steel_72,722300,1236178,12915
2020-11,Export,iron_steel_72,722410,670527,147363
2020-11,Export,iron_steel_72,722550,3624,860
2020-11,Export,iron_steel_73,730110,11282,1912
2020-11,Export,iron_steel_73,730120,1790008,165418
2020-11,Export,iron_steel_73,730290,12497,1280
2020-11,Export,iron_steel_73,730300,10848,33
2020-11,Export,iron_steel_73,730419,94047,43188
2020-11,Export,iron_steel_73,730439,1297008,264570
2020-11,Export,iron_steel_73,730511,25056,10273
2020-11,Export,iron_steel_73,730512,39736,18476
2020-11,Export,iron_steel_73,730590,37271,149
2020-11,Export,iron_steel_73,730619,2969,574
2020-11,Export,iron_steel_73,730630,650619,225683
2020-11,Export,iron_steel_73,730721,450686,9888
2020-11,Export,iron_steel_73,730791,309637,15578
2020-11,Export,iron_steel_73,730820,22780,8093
2020-11,Export,iron_steel_73,730830,179054,17665
2020-11,Export,iron_steel_73,730840,81235,13001
2020-11,Export,iron_steel_73,730890,996513,101667
2020-11,Export,iron_steel_73,730900,925227,145292
2020-11,Export,iron_steel_73,731010,597461,248702
2020-11,Export,iron_steel_73,731021,8228,548
2020-11,Export,iron_steel_73,731029,357172,18798
2020-11,Export,iron_steel_73,731100,7176431,556021
2020-11,Export,iron_steel_73,731815,8665410,503054
2020-11,Export,iron_steel_73,731816,4632381,95672
2020-11,Export,iron_steel_73,731822,1155112,126471
2020-11,Export,iron_steel_73,731823,513336,20894
2020-11,Export,iron_steel_73,732690,23812745,1918369
2020-12,Export,aluminum_76,760110,44886,3616
2020-12,Export,aluminum_76,760120,976960,227789
2020-12,Export,aluminum_76,760310,166095,34178
2020-12,Export,aluminum_76,760320,14180,966
2020-12,Export,aluminum_76,760410,72663,4131
2020-12,Export,aluminum_76,760421,133507,10736
2020-12,Export,aluminum_76,760429,1016614,100753
2020-12,Export,aluminum_76,760519,257653,36344
2020-12,Export,aluminum_76,760521,947102,0
2020-12,Export,aluminum_76,760529,238827,53755
2020-12,Export,aluminum_76,760611,914706,33808
2020-12,Export,aluminum_76,760612,4152181,237086
2020-12,Export,aluminum_76,760691,17332,1044
2020-12,Export,aluminum_76,760692,47090,510
2020-12,Export,aluminum_76,760711,1123481,201254
2020-12,Export,aluminum_76,760719,461444,11329
2020-12,Export,aluminum_76,760720,1127787,67014
2020-12,Export,aluminum_76,760810,50515,7412
2020-12,Export,aluminum_76,760820,615710,110297
2020-12,Export,aluminum_76,760900,730108,69417
2020-12,Export,aluminum_76,761010,156500,18467
2020-12,Export,aluminum_76,761100,142014,3483
2020-12,Export,aluminum_76,761210,16773,363
2020-12,Export,aluminum_76,761290,629035,97582
2020-12,Export,aluminum_76,761300,1008428,15850
2020-12,Export,aluminum_76,761490,22729,522
2020-12,Export,aluminum_76,761610,855075,11626
2020-12,Export,aluminum_76,761691,218617,26501
2020-12,Export,aluminum_76,761699,8338662,372053
2020-12,Export,cement_2523,250700,9137292,34302053
2020-12,Export,cement_2523,252310,16652,19839
2020-12,Export,cement_2523,252321,9600,4990
2020-12,Export,cement_2523,252390,36744,92250
2020-12,Export,fertilizers,280800,87308,26489
2020-12,Export,fertilizers,281410,306847,64491
2020-12,Export,fertilizers,281420,296004,170764
2020-12,Export,fertilizers,283421,27249,8180
2020-12,Export,fertilizers,310210,816970,793867
2020-12,Export,fertilizers,310229,29169,14969
2020-12,Export,fertilizers,310290,81801,65099
2020-12,Export,fertilizers,310510,327448,69380
2020-12,Export,fertilizers,310520,596592,500154
2020-12,Export,fertilizers,310530,26327,10205
2020-12,Export,fertilizers,310590,1328173,128757
2020-12,Export,hydrogen_2804,280410,2963,8413
2020-12,Export,iron_steel_72,260112,2308880,32984000
2020-12,Export,iron_steel_72,720390,11205047,32998218
2020-12,Export,iron_steel_72,720510,130866,230
2020-12,Export,iron_steel_72,720521,1640359,325876
2020-12,Export,iron_steel_72,720529,1185409,718516
2020-12,Export,iron_steel_72,720810,93994,135687
2020-12,Export,iron_steel_72,720851,25590,10198
2020-12,Export,iron_steel_72,720853,7595,5626
2020-12,Export,iron_steel_72,720854,21154,18115
2020-12,Export,iron_steel_72,720917,84306,30890
2020-12,Export,iron_steel_72,720990,21112,11520
2020-12,Export,iron_steel_72,721012,76076,170996
2020-12,Export,iron_steel_72,721020,33743,5169
2020-12,Export,iron_steel_72,721049,687513,696371
2020-12,Export,iron_steel_72,721050,77245,133536
2020-12,Export,iron_steel_72,721240,54243,20014
2020-12,Export,iron_steel_72,721250,1768357,316060
2020-12,Export,iron_steel_72,721260,337178,99748
2020-12,Export,iron_steel_72,721320,8314,182
2020-12,Export,iron_steel_72,721550,78009,43812
2020-12,Export,iron_steel_72,721590,56318,28932
2020-12,Export,iron_steel_72,721621,24502,22899
2020-12,Export,iron_steel_72,721631,18841,14337
2020-12,Export,iron_steel_72,721633,20025,15514
2020-12,Export,iron_steel_72,721640,18560,18248
2020-12,Export,iron_steel_72,721650,5604,1359
2020-12,Export,iron_steel_72,721691,77516,68403
2020-12,Export,iron_steel_72,721699,31709,17507
2020-12,Export,iron_steel_72,721710,105461,74664
2020-12,Export,iron_steel_72,721810,337755,5537
2020-12,Export,iron_steel_72,722100,178875,5203
2020-12,Export,iron_steel_72,722300,1073916,5019
2020-12,Export,iron_steel_72,722410,422282,68407
2020-12,Export,iron_steel_72,722530,20261,12395
2020-12,Export,iron_steel_72,722550,23990,8867
2020-12,Export,iron_steel_73,730110,7984,815
2020-12,Export,iron_steel_73,730120,1153797,145764
2020-12,Export,iron_steel_73,730210,12970,9260
2020-12,Export,iron_steel_73,730290,5627,0
2020-12,Export,iron_steel_73,730300,18030,3007
2020-12,Export,iron_steel_73,730419,48731,30765
2020-12,Export,iron_steel_73,730439,1292906,129705
2020-12,Export,iron_steel_73,730531,9450,0
2020-12,Export,iron_steel_73,730590,2994,10
2020-12,Export,iron_steel_73,730619,37609,81405
2020-12,Export,iron_steel_73,730630,335766,101346
2020-12,Export,iron_steel_73,730721,272739,4829
2020-12,Export,iron_steel_73,730791,1158405,53457
2020-12,Export,iron_steel_73,730810,2284700,383755
2020-12,Export,iron_steel_73,730820,16528,5872
2020-12,Export,iron_steel_73,730830,172009,17472
2020-12,Export,iron_steel_73,730840,28945,20178
2020-12,Export,iron_steel_73,730890,928894,117646
2020-12,Export,iron_steel_73,730900,1042128,229362
2020-12,Export,iron_steel_73,731010,563641,223121
2020-12,Export,iron_steel_73,731021,13758,6903
2020-12,Export,iron_steel_73,731029,91770,15662
2020-12,Export,iron_steel_73,731100,11537226,563897
2020-12,Export,iron_steel_73,731815,8278449,493503
2020-12,Export,iron_steel_73,731816,4361695,80566
2020-12,Export,iron_steel_73,731822,893446,96800
2020-12,Export,iron_steel_73,731823,355163,12853
2020-12,Export,iron_steel_73,732690,26116093,2012349
2021-01,Export,aluminum_76,760110,130042,21193
2021-01,Export,aluminum_76,760120,773486,298248
2021-01,Export,aluminum_76,760310,382041,49489
2021-01,Export,aluminum_76,760410,468060,17515
2021-01,Export,aluminum_76,760421,140199,6448
2021-01,Export,aluminum_76,760429,2111599,147133
2021-01,Export,aluminum_76,760521,701961,0
2021-01,Export,aluminum_76,760529,490931,85654
2021-01,Export,aluminum_76,760611,253240,7870
2021-01,Export,aluminum_76,760612,4235684,380869
2021-01,Export,aluminum_76,760691,60962,10065
2021-01,Export,aluminum_76,760692,18737,2392
2021-01,Export,aluminum_76,760711,680655,89653
2021-01,Export,aluminum_76,760719,919546,29082
2021-01,Export,aluminum_76,760720,928040,63501
2021-01,Export,aluminum_76,760810,42660,6192
2021-01,Export,aluminum_76,760820,974726,190965
2021-01,Export,aluminum_76,760900,793804,22593
2021-01,Export,aluminum_76,761010,282097,31913
2021-01,Export,aluminum_76,761100,38364,1479
2021-01,Export,aluminum_76,761210,59093,1697
2021-01,Export,aluminum_76,761290,892994,138682
2021-01,Export,aluminum_76,761300,1344071,25987
2021-01,Export,aluminum_76,761490,70354,3191
2021-01,Export,aluminum_76,761610,1451266,39376
2021-01,Export,aluminum_76,761691,282804,29172
2021-01,Export,aluminum_76,761699,9423149,440026
2021-01,Export,cement_2523,250700,13842923,52438174
2021-01,Export,cement_2523,252310,10065,20275
2021-01,Export,cement_2523,252321,21185,92250
2021-01,Export,cement_2523,252329,28493,38300
2021-01,Export,fertilizers,280800,60361,19636
2021-01,Export,fertilizers,281410,311803,75164
2021-01,Export,fertilizers,281420,300313,173082
2021-01,Export,fertilizers,310210,386018,623356
2021-01,Export,fertilizers,310290,187818,48743
2021-01,Export,fertilizers,310510,1200910,161358
2021-01,Export,fertilizers,310520,745675,656674
2021-01,Export,fertilizers,310590,1274589,405258
2021-01,Export,hydrogen_2804,280410,3850,36
2021-01,Export,iron_steel_72,260112,1785241,51006870
2021-01,Export,iron_steel_72,720390,22152,7527
2021-01,Export,iron_steel_72,720510,299066,15148
2021-01,Export,iron_steel_72,720521,1944755,303772
2021-01,Export,iron_steel_72,720529,1598876,2693876
2021-01,Export,iron_steel_72,720610,6006,207
2021-01,Export,iron_steel_72,720827,14461,17694
2021-01,Export,iron_steel_72,720851,99230,89996
2021-01,Export,iron_steel_72,720915,21603,14771
2021-01,Export,iron_steel_72,720917,101313,57535
2021-01,Export,iron_steel_72,720928,16416,25479
2021-01,Export,iron_steel_72,720990,14620,12468
2021-01,Export,iron_steel_72,721011,25000,26262
2021-01,Export,iron_steel_72,721012,33000,70848
2021-01,Export,iron_steel_72,721020,391292,44878
2021-01,Export,iron_steel_72,721030,123441,56525
2021-01,Export,iron_steel_72,721049,294939,294843
2021-01,Export,iron_steel_72,721050,211044,322240
2021-01,Export,iron_steel_72,721061,20573,21022
2021-01,Export,iron_steel_72,721070,23987,2113
2021-01,Export,iron_steel_72,721090,3000,1527
2021-01,Export,iron_steel_72,721230,3846,1864
2021-01,Export,iron_steel_72,721240,93476,46141
2021-01,Export,iron_steel_72,721250,2083102,520468
2021-01,Export,iron_steel_72,721260,230076,71235
2021-01,Export,iron_steel_72,721320,36786,1353
2021-01,Export,iron_steel_72,721391,10451,313
2021-01,Export,iron_steel_72,721550,65506,33965
2021-01,Export,iron_steel_72,721590,34427,19551
2021-01,Export,iron_steel_72,721610,5610,5610
2021-01,Export,iron_steel_72,721631,9191,1089
2021-01,Export,iron_steel_72,721633,3500,2595
2021-01,Export,iron_steel_72,721640,201757,135644
2021-01,Export,iron_steel_72,721691,120525,117348
2021-01,Export,iron_steel_72,721699,102547,43594
2021-01,Export,iron_steel_72,721710,89483,77499
2021-01,Export,iron_steel_72,721810,453386,10554
2021-01,Export,iron_steel_72,722100,511743,118929
2021-01,Export,iron_steel_72,722300,1198744,15250
2021-01,Export,iron_steel_72,722410,218184,27785
2021-01,Export,iron_steel_72,722550,4289,124
2021-01,Export,iron_steel_73,730110,23701,157
2021-01,Export,iron_steel_73,730120,630441,131288
2021-01,Export,iron_steel_73,730210,31740,10244
2021-01,Export,iron_steel_73,730230,9000,611
2021-01,Export,iron_steel_73,730290,3096,937
2021-01,Export,iron_steel_73,730300,11520,90
2021-01,Export,iron_steel_73,730419,2851891,1357615
2021-01,Export,iron_steel_73,730439,276653,94717
2021-01,Export,iron_steel_73,730590,51709,207
2021-01,Export,iron_steel_73,730619,34747,48988
2021-01,Export,iron_steel_73,730630,432802,91008
2021-01,Export,iron_steel_73,730721,336342,5793
2021-01,Export,iron_steel_73,730791,56176,4101
2021-01,Export,iron_steel_73,730810,98175,53567
2021-01,Export,iron_steel_73,730820,120602,32928
2021-01,Export,iron_steel_73,730830,204512,8043
2021-01,Export,iron_steel_73,730840,5203,79
2021-01,Export,iron_steel_73,730890,1307330,303709
2021-01,Export,iron_steel_73,730900,1324094,258351
2021-01,Export,iron_steel_73,731010,641024,157008
2021-01,Export,iron_steel_73,731021,5664,6
2021-01,Export,iron_steel_73,731029,450999,52578
2021-01,Export,iron_steel_73,731100,7060756,409776
2021-01,Export,iron_steel_73,731815,9537823,516236
2021-01,Export,iron_steel_73,731816,4328711,93057
2021-01,Export,iron_steel_73,731822,816484,88119
2021-01,Export,iron_steel_73,731823,337894,12271
2021-01,Export,iron_steel_73,732690,25036336,1792415
2021-02,Export,aluminum_76,760110,38877,8122
2021-02,Export,aluminum_76,760120,2717630,862059
2021-02,Export,aluminum_76,760310,413334,60861
2021-02,Export,aluminum_76,760320,3695,0
2021-02,Export,aluminum_76,760410,119089,7016
2021-02,Export,aluminum_76,760421,115795,8073
2021-02,Export,aluminum_76,760429,1114609,104694
2021-02,Export,aluminum_76,760519,335489,47794
2021-02,Export,aluminum_76,760521,622080,0
2021-02,Export,aluminum_76,760529,598701,132636
2021-02,Export,aluminum_76,760611,764617,152357
2021-02,Export,aluminum_76,760612,4770662,444523
2021-02,Export,aluminum_76,760691,107735,30922
2021-02,Export,aluminum_76,760692,194176,16288
2021-02,Export,aluminum_76,760711,656117,112484
2021-02,Export,aluminum_76,760719,406563,24280
2021-02,Export,aluminum_76,760720,1293003,130807
2021-02,Export,aluminum_76,760810,65878,10117
2021-02,Export,aluminum_76,760820,857740,101694
2021-02,Export,aluminum_76,760900,885737,27376
2021-02,Export,aluminum_76,761010,166301,16856
2021-02,Export,aluminum_76,761100,103621,9945
2021-02,Export,aluminum_76,761210,27643,1371
2021-02,Export,aluminum_76,761290,1108085,79146
2021-02,Export,aluminum_76,761300,1294261,21062
2021-02,Export,aluminum_76,761410,5589,1395
2021-02,Export,aluminum_76,761490,4960,242
2021-02,Export,aluminum_76,761610,1287544,27080
2021-02,Export,aluminum_76,761691,232391,26161
2021-02,Export,aluminum_76,761699,9981093,513324
2021-02,Export,cement_2523,250700,7819265,25143530
2021-02,Export,cement_2523,252310,16299,19959
2021-02,Export,cement_2523,252321,17020,26079
2021-02,Export,cement_2523,252390,7280,19337
2021-02,Export,fertilizers,280800,72293,38713
2021-02,Export,fertilizers,281410,94154,21530
2021-02,Export,fertilizers,281420,338334,197899
2021-02,Export,fertilizers,283421,12980,3094
2021-02,Export,fertilizers,310210,827015,1057756
2021-02,Export,fertilizers,310221,115153,349000
2021-02,Export,fertilizers,310229,3150,2000
2021-02,Export,fertilizers,310250,5595,1000
2021-02,Export,fertilizers,310260,3199,1000
2021-02,Export,fertilizers,310280,11855,5000
2021-02,Export,fertilizers,310290,93913,45267
2021-02,Export,fertilizers,310510,692503,97742
2021-02,Export,fertilizers,310520,1164750,718038
2021-02,Export,fertilizers,310530,90600,33000
2021-02,Export,fertilizers,310551,12632,48000
2021-02,Export,fertilizers,310590,1475532,191605
2021-02,Export,iron_steel_72,260112,3758880,61500000
2021-02,Export,iron_steel_72,720390,14942,15525
2021-02,Export,iron_steel_72,720510,206269,0
2021-02,Export,iron_steel_72,720521,2206278,449903
2021-02,Export,iron_steel_72,720529,2027204,1593893
2021-02,Export,iron_steel_72,720610,7595,273
2021-02,Export,iron_steel_72,720839,7958,12780
2021-02,Export,iron_steel_72,720851,40783,28672
2021-02,Export,iron_steel_72,720852,3116,440
2021-02,Export,iron_steel_72,720890,142180,11554
2021-02,Export,iron_steel_72,720916,42225,25814
2021-02,Export,iron_steel_72,720917,177697,90192
2021-02,Export,iron_steel_72,720925,2736,4126
2021-02,Export,iron_steel_72,721012,124451,193072
2021-02,Export,iron_steel_72,721020,214682,31921
2021-02,Export,iron_steel_72,721030,83072,38526
2021-02,Export,iron_steel_72,721049,338366,339426
2021-02,Export,iron_steel_72,721050,247120,211609
2021-02,Export,iron_steel_72,721061,105356,91158
2021-02,Export,iron_steel_72,721220,3932,1032
2021-02,Export,iron_steel_72,721230,20440,10058
2021-02,Export,iron_steel_72,721240,8896,557
2021-02,Export,iron_steel_72,721250,815828,153234
2021-02,Export,iron_steel_72,721260,159205,51191
2021-02,Export,iron_steel_72,721320,41701,2765
2021-02,Export,iron_steel_72,721391,8365,109
2021-02,Export,iron_steel_72,721510,10426,1316
2021-02,Export,iron_steel_72,721550,35562,16577
2021-02,Export,iron_steel_72,721590,58729,26955
2021-02,Export,iron_steel_72,721610,5610,5610
2021-02,Export,iron_steel_72,721621,5098,4764
2021-02,Export,iron_steel_72,721631,16288,8710
2021-02,Export,iron_steel_72,721633,26585,21569
2021-02,Export,iron_steel_72,721640,25023,15451
2021-02,Export,iron_steel_72,721650,3918,1844
2021-02,Export,iron_steel_72,721691,51164,49815
2021-02,Export,iron_steel_72,721699,23690,6195
2021-02,Export,iron_steel_72,721710,158447,246000
2021-02,Export,iron_steel_72,721810,659346,6309
2021-02,Export,iron_steel_72,721931,7774,320
2021-02,Export,iron_steel_72,722100,29058,1110
2021-02,Export,iron_steel_72,722300,944664,5402
2021-02,Export,iron_steel_72,722410,545271,89386
2021-02,Export,iron_steel_72,722530,206158,295637
2021-02,Export,iron_steel_72,722550,129033,89529
2021-02,Export,iron_steel_73,730110,16842,2341
2021-02,Export,iron_steel_73,730120,868284,89277
2021-02,Export,iron_steel_73,730210,59677,21769
2021-02,Export,iron_steel_73,730230,11123,1873
2021-02,Export,iron_steel_73,730290,5160,1056
2021-02,Export,iron_steel_73,730300,3721,131
2021-02,Export,iron_steel_73,730419,88939,20787
2021-02,Export,iron_steel_73,730439,573459,206082
2021-02,Export,iron_steel_73,730619,79296,146278
2021-02,Export,iron_steel_73,730630,536523,141005
2021-02,Export,iron_steel_73,730721,665372,5741
2021-02,Export,iron_steel_73,730791,131867,6880
2021-02,Export,iron_steel_73,730810,1043150,336006
2021-02,Export,iron_steel_73,730820,6039,2145
2021-02,Export,iron_steel_73,730830,108434,4563
2021-02,Export,iron_steel_73,730840,25365,4964
2021-02,Export,iron_steel_73,730890,1396882,206811
2021-02,Export,iron_steel_73,730900,1096989,141944
2021-02,Export,iron_steel_73,731010,622892,134078
2021-02,Export,iron_steel_73,731029,441414,81962
2021-02,Export,iron_steel_73,731100,7314833,382929
2021-02,Export,iron_steel_73,731815,7432729,485913
2021-02,Export,iron_steel_73,731816,4544492,97774
2021-02,Export,iron_steel_73,731822,1009957,100417
2021-02,Export,iron_steel_73,731823,212506,7475
2021-02,Export,iron_steel_73,732690,25781612,2317899
2021-03,Export,aluminum_76,760110,81507,7106
2021-03,Export,aluminum_76,760120,2354301,725403
2021-03,Export,aluminum_76,760310,659558,74413
2021-03,Export,aluminum_76,760320,3695,0
2021-03,Export,aluminum_76,760410,773268,50335
2021-03,Export,aluminum_76,760421,242161,17883
2021-03,Export,aluminum_76,760429,2454926,188256
2021-03,Export,aluminum_76,760519,241842,34620
2021-03,Export,aluminum_76,760521,867328,0
2021-03,Export,aluminum_76,760529,306223,65752
2021-03,Export,aluminum_76,760611,234118,11490
2021-03,Export,aluminum_76,760612,4903426,397645
2021-03,Export,aluminum_76,760691,23860,2638
2021-03,Export,aluminum_76,760692,106605,7489
2021-03,Export,aluminum_76,760711,710921,121251
2021-03,Export,aluminum_76,760719,493230,11688
2021-03,Export,aluminum_76,760720,1528446,189248
2021-03,Export,aluminum_76,760810,6605,357
2021-03,Export,aluminum_76,760820,1004047,101049
2021-03,Export,aluminum_76,760900,820453,40280
2021-03,Export,aluminum_76,761010,281525,29219
2021-03,Export,aluminum_76,761100,155990,1677
2021-03,Export,aluminum_76,761210,27288,1412
2021-03,Export,aluminum_76,761290,681555,93188
2021-03,Export,aluminum_76,761300,2263833,32729
2021-03,Export,aluminum_76,761490,23105,115
2021-03,Export,aluminum_76,761610,1346337,22556
2021-03,Export,aluminum_76,761691,235242,26539
2021-03,Export,aluminum_76,761699,11191566,487594
2021-03,Export,cement_2523,250700,12282543,48329818
2021-03,Export,cement_2523,252321,36126,26918
2021-03,Export,cement_2523,252390,8732,15439
2021-03,Export,fertilizers,280800,2600,54
2021-03,Export,fertilizers,281410,315963,66273
2021-03,Export,fertilizers,281420,356128,208616
2021-03,Export,fertilizers,310210,380345,511909
2021-03,Export,fertilizers,310221,84469,177008
2021-03,Export,fertilizers,310290,46251,13340
2021-03,Export,fertilizers,310510,2237372,256890
2021-03,Export,fertilizers,310520,455280,412894
2021-03,Export,fertilizers,310559,123230,84126
2021-03,Export,fertilizers,310590,1495070,304689
2021-03,Export,iron_steel_72,260112,19716200,214522000
2021-03,Export,iron_steel_72,720110,58824,100434
2021-03,Export,iron_steel_72,720390,29044,10119
2021-03,Export,iron_steel_72,720510,182126,475
2021-03,Export,iron_steel_72,720521,2158386,323989
2021-03,Export,iron_steel_72,720529,1842591,1258604
2021-03,Export,iron_steel_72,720610,4721,180
2021-03,Export,iron_steel_72,720827,34504,31383
2021-03,Export,iron_steel_72,720853,6213,1134
2021-03,Export,iron_steel_72,720890,5850,15
2021-03,Export,iron_steel_72,720916,16418,16969
2021-03,Export,iron_steel_72,720917,25282,29274
2021-03,Export,iron_steel_72,720918,24330,3980
2021-03,Export,iron_steel_72,720990,55866,47643
2021-03,Export,iron_steel_72,721012,9000,24939
2021-03,Export,iron_steel_72,721020,231004,23338
2021-03,Export,iron_steel_72,721030,116385,54720
2021-03,Export,iron_steel_72,721041,35461,14094
2021-03,Export,iron_steel_72,721049,407078,388185
2021-03,Export,iron_steel_72,721050,273952,258164
2021-03,Export,iron_steel_72,721061,9581,9791
2021-03,Export,iron_steel_72,721070,9480,2034
2021-03,Export,iron_steel_72,721090,130791,32587
2021-03,Export,iron_steel_72,721210,58333,30759
2021-03,Export,iron_steel_72,721220,3000,482
2021-03,Export,iron_steel_72,721240,44969,23359
2021-03,Export,iron_steel_72,721250,1534495,419360
2021-03,Export,iron_steel_72,721260,168673,47552
2021-03,Export,iron_steel_72,721320,50824,2039
2021-03,Export,iron_steel_72,721391,6010,63
2021-03,Export,iron_steel_72,721550,73155,34430
2021-03,Export,iron_steel_72,721590,120008,36535
2021-03,Export,iron_steel_72,721621,5186,4538
2021-03,Export,iron_steel_72,721631,97522,47614
2021-03,Export,iron_steel_72,721632,4000,5912
2021-03,Export,iron_steel_72,721633,67420,48627
2021-03,Export,iron_steel_72,721691,98699,96097
2021-03,Export,iron_steel_72,721699,90464,40637
2021-03,Export,iron_steel_72,721710,255717,168170
2021-03,Export,iron_steel_72,721810,473842,43394
2021-03,Export,iron_steel_72,721911,109543,19373
2021-03,Export,iron_steel_72,721931,3887,169
2021-03,Export,iron_steel_72,722100,2591,33
2021-03,Export,iron_steel_72,722300,1128889,13370
2021-03,Export,iron_steel_72,722410,617285,151196
2021-03,Export,iron_steel_72,722530,5000,2268
2021-03,Export,iron_steel_72,722550,3480,0
2021-03,Export,iron_steel_73,730110,1966707,153965
2021-03,Export,iron_steel_73,730120,1910968,140863
2021-03,Export,iron_steel_73,730210,3107,223
2021-03,Export,iron_steel_73,730300,18792,3073
2021-03,Export,iron_steel_73,730419,15027,5487
2021-03,Export,iron_steel_73,730439,894026,312750
2021-03,Export,iron_steel_73,730531,9450,0
2021-03,Export,iron_steel_73,730590,67013,304
2021-03,Export,iron_steel_73,730619,7877,84
2021-03,Export,iron_steel_73,730630,453070,155767
2021-03,Export,iron_steel_73,730721,713058,21175
2021-03,Export,iron_steel_73,730791,89815,3074
2021-03,Export,iron_steel_73,730810,345299,106817
2021-03,Export,iron_steel_73,730820,19430,6904
2021-03,Export,iron_steel_73,730830,82049,4987
2021-03,Export,iron_steel_73,730840,368030,115147
2021-03,Export,iron_steel_73,730890,1889330,276959
2021-03,Export,iron_steel_73,730900,3898934,590515
2021-03,Export,iron_steel_73,731010,1436430,317211
2021-03,Export,iron_steel_73,731021,9330,349
2021-03,Export,iron_steel_73,731029,782198,92188
2021-03,Export,iron_steel_73,731100,12888051,537293
2021-03,Export,iron_steel_73,731815,11206537,783143
2021-03,Export,iron_steel_73,731816,5133788,167765
2021-03,Export,iron_steel_73,731822,1435307,155298
2021-03,Export,iron_steel_73,731823,416269,13115
2021-03,Export,iron_steel_73,732690,25394327,2576988
2021-04,Export,aluminum_76,760110,155951,43850
2021-04,Export,aluminum_76,760120,2194829,702256
2021-04,Export,aluminum_76,760310,249928,35720
2021-04,Export,aluminum_76,760320,2956,292
2021-04,Export,aluminum_76,760410,414654,24090
2021-04,Export,aluminum_76,760421,258986,19105
2021-04,Export,aluminum_76,760429,933201,80955
2021-04,Export,aluminum_76,760519,312323,44404
2021-04,Export,aluminum_76,760521,682453,14856
2021-04,Export,aluminum_76,760529,210597,46346
2021-04,Export,aluminum_76,760611,146041,17431
2021-04,Export,aluminum_76,760612,7884076,438908
2021-04,Export,aluminum_76,760691,20412,2641
2021-04,Export,aluminum_76,760692,275016,17100
2021-04,Export,aluminum_76,760711,1012900,160252
2021-04,Export,aluminum_76,760719,524835,9849
2021-04,Export,aluminum_76,760720,2057791,179249
2021-04,Export,aluminum_76,760810,40169,7764
2021-04,Export,aluminum_76,760820,1054844,137797
2021-04,Export,aluminum_76,760900,931478,27853
