period,flow,sector,hs6,primaryValue,quantity_kg
2019-01,Export,aluminum_76,760110,54825,8155
2019-01,Export,aluminum_76,760120,3531006,865932
2019-01,Export,aluminum_76,760310,803471,83455
2019-01,Export,aluminum_76,760410,222643,10838
2019-01,Export,aluminum_76,760421,246494,29367
2019-01,Export,aluminum_76,760429,2671724,212376
2019-01,Export,aluminum_76,760511,5950,537
2019-01,Export,aluminum_76,760519,83600,17600
2019-01,Export,aluminum_76,760521,1015890,540
2019-01,Export,aluminum_76,760529,538338,99516
2019-01,Export,aluminum_76,760611,491279,48941
2019-01,Export,aluminum_76,760612,11571267,1252445
2019-01,Export,aluminum_76,760691,75496,16055
2019-01,Export,aluminum_76,760692,126421,7884
2019-01,Export,aluminum_76,760711,749961,90913
2019-01,Export,aluminum_76,760719,668811,16190
2019-01,Export,aluminum_76,760720,1805121,190355
2019-01,Export,aluminum_76,760810,15655,3025
2019-01,Export,aluminum_76,760820,746417,145959
2019-01,Export,aluminum_76,760900,1010224,60810
2019-01,Export,aluminum_76,761010,361685,23135
2019-01,Export,aluminum_76,761100,17932,4339
2019-01,Export,aluminum_76,761210,97543,4880
2019-01,Export,aluminum_76,761290,369049,47292
2019-01,Export,aluminum_76,761300,1335216,35236
2019-01,Export,aluminum_76,761490,89101,3762
2019-01,Export,aluminum_76,761610,1566090,24867
2019-01,Export,aluminum_76,761691,241733,28503
2019-01,Export,aluminum_76,761699,13199982,570469
2019-01,Export,cement_2523,250700,10723061,36325069
2019-01,Export,cement_2523,252310,41933,89175
2019-01,Export,cement_2523,252330,46220,54513
2019-01,Export,cement_2523,252390,28253,20058
2019-01,Export,fertilizers,280800,57089,16384
2019-01,Export,fertilizers,281410,108194,46263
2019-01,Export,fertilizers,281420,304999,168933
2019-01,Export,fertilizers,283421,3992,1412
2019-01,Export,fertilizers,310210,451991,741304
2019-01,Export,fertilizers,310221,21322,7626
2019-01,Export,fertilizers,310250,3720,2000
2019-01,Export,fertilizers,310280,5366958,29001178
2019-01,Export,fertilizers,310290,138090,11685
2019-01,Export,fertilizers,310510,43475,16692
2019-01,Export,fertilizers,310520,974973,538325
2019-01,Export,fertilizers,310540,3100,5000
2019-01,Export,fertilizers,310590,1883075,507722
2019-01,Export,iron_steel_72,720241,7796,11066
2019-01,Export,iron_steel_72,720390,68962,22554
2019-01,Export,iron_steel_72,720510,24383,0
2019-01,Export,iron_steel_72,720521,3068103,376489
2019-01,Export,iron_steel_72,720529,1452601,1202903
2019-01,Export,iron_steel_72,720810,167061,235879
2019-01,Export,iron_steel_72,720827,12281,8880
2019-01,Export,iron_steel_72,720836,3512,5912
2019-01,Export,iron_steel_72,720838,34400,13642
2019-01,Export,iron_steel_72,720851,4722,302
2019-01,Export,iron_steel_72,720890,527515,49844
2019-01,Export,iron_steel_72,720916,164897,209785
2019-01,Export,iron_steel_72,720917,95964,77095
2019-01,Export,iron_steel_72,720927,14000,4354
2019-01,Export,iron_steel_72,721012,24206,51754
2019-01,Export,iron_steel_72,721020,86587,8141
2019-01,Export,iron_steel_72,721049,1264307,1387141
2019-01,Export,iron_steel_72,721050,69391,106700
2019-01,Export,iron_steel_72,721061,60189,29998
2019-01,Export,iron_steel_72,721070,7077,1853
2019-01,Export,iron_steel_72,721090,99310,19998
2019-01,Export,iron_steel_72,721210,26872,2778
2019-01,Export,iron_steel_72,721230,72571,18578
2019-01,Export,iron_steel_72,721240,138998,58950
2019-01,Export,iron_steel_72,721250,364011,55272
2019-01,Export,iron_steel_72,721260,242045,64900
2019-01,Export,iron_steel_72,721391,9221,123
2019-01,Export,iron_steel_72,721550,6131,912
2019-01,Export,iron_steel_72,721590,46153,20126
2019-01,Export,iron_steel_72,721631,25885,15446
2019-01,Export,iron_steel_72,721640,10500,9546
2019-01,Export,iron_steel_72,721691,75794,48199
2019-01,Export,iron_steel_72,721710,318324,125209
2019-01,Export,iron_steel_72,721720,25226,15665
2019-01,Export,iron_steel_72,721810,1397488,14175
2019-01,Export,iron_steel_72,721911,4956,706
2019-01,Export,iron_steel_72,722100,97926,7032
2019-01,Export,iron_steel_72,722300,1839314,24506
2019-01,Export,iron_steel_72,722410,778899,44035
2019-01,Export,iron_steel_72,722511,2202284,973640
2019-01,Export,iron_steel_72,722530,211300,84850
2019-01,Export,iron_steel_72,722550,266035,213954
2019-01,Export,iron_steel_73,730110,103538,6316
2019-01,Export,iron_steel_73,730120,456022,72823
2019-01,Export,iron_steel_73,730210,157704,12167
2019-01,Export,iron_steel_73,730230,3860,1031
2019-01,Export,iron_steel_73,730290,23666,9333
2019-01,Export,iron_steel_73,730300,14306,856
2019-01,Export,iron_steel_73,730419,59892,29928
2019-01,Export,iron_steel_73,730439,113744,36785
2019-01,Export,iron_steel_73,730539,11244,3136
2019-01,Export,iron_steel_73,730590,33298,2178
2019-01,Export,iron_steel_73,730630,431752,145466
2019-01,Export,iron_steel_73,730721,827239,22588
2019-01,Export,iron_steel_73,730791,822191,44317
2019-01,Export,iron_steel_73,730820,76769,1497
2019-01,Export,iron_steel_73,730830,246012,24345
2019-01,Export,iron_steel_73,730840,2809,681
2019-01,Export,iron_steel_73,730890,678504,103872
2019-01,Export,iron_steel_73,730900,2091723,206020
2019-01,Export,iron_steel_73,731010,481806,119534
2019-01,Export,iron_steel_73,731021,230769,658
2019-01,Export,iron_steel_73,731029,901788,61176
2019-01,Export,iron_steel_73,731100,7082902,394062
2019-01,Export,iron_steel_73,731815,11974321,707466
2019-01,Export,iron_steel_73,731816,7238667,194002
2019-01,Export,iron_steel_73,731822,2710045,261204
2019-01,Export,iron_steel_73,731823,971321,39298
2019-01,Export,iron_steel_73,732690,25123394,2389885
2019-02,Export,aluminum_76,760110,61935,6282
2019-02,Export,aluminum_76,760120,2598601,680639
2019-02,Export,aluminum_76,760310,92969,7951
2019-02,Export,aluminum_76,760320,20936,4468
2019-02,Export,aluminum_76,760410,275493,7451
2019-02,Export,aluminum_76,760421,133320,12282
2019-02,Export,aluminum_76,760429,2822296,227396
2019-02,Export,aluminum_76,760519,175194,32233
2019-02,Export,aluminum_76,760521,1016898,1698
2019-02,Export,aluminum_76,760529,736367,134568
2019-02,Export,aluminum_76,760611,172836,15947
2019-02,Export,aluminum_76,760612,7717332,935412
2019-02,Export,aluminum_76,760691,47741,16106
2019-02,Export,aluminum_76,760692,323402,11680
2019-02,Export,aluminum_76,760711,759751,189316
2019-02,Export,aluminum_76,760719,433367,3217
2019-02,Export,aluminum_76,760720,1774069,261535
2019-02,Export,aluminum_76,760810,6245,172
2019-02,Export,aluminum_76,760820,713172,115615
2019-02,Export,aluminum_76,760900,759957,38858
2019-02,Export,aluminum_76,761010,268035,20359
2019-02,Export,aluminum_76,761100,2700,1555
2019-02,Export,aluminum_76,761210,59391,2693
2019-02,Export,aluminum_76,761290,728098,90089
2019-02,Export,aluminum_76,761300,1660270,54248
2019-02,Export,aluminum_76,761410,24035,1263
2019-02,Export,aluminum_76,761490,42690,608
2019-02,Export,aluminum_76,761610,2193765,54365
2019-02,Export,aluminum_76,761691,357928,49078
2019-02,Export,aluminum_76,761699,15132414,626108
2019-02,Export,cement_2523,250700,5785725,17630670
2019-02,Export,cement_2523,252321,7714,1506
2019-02,Export,cement_2523,252390,56765,62924
2019-02,Export,fertilizers,280800,34648,9916
2019-02,Export,fertilizers,281410,6630,1936
2019-02,Export,fertilizers,281420,294124,178896
2019-02,Export,fertilizers,310210,373676,629343
2019-02,Export,fertilizers,310221,102711,287182
2019-02,Export,fertilizers,310280,25000,10000
2019-02,Export,fertilizers,310290,77135,4000
2019-02,Export,fertilizers,310510,112058,33622
2019-02,Export,fertilizers,310520,713451,7456182
2019-02,Export,fertilizers,310530,35078,26000
2019-02,Export,fertilizers,310590,1336275,245188
2019-02,Export,iron_steel_72,720260,3200,243
2019-02,Export,iron_steel_72,720390,37830745,106334608
2019-02,Export,iron_steel_72,720510,139716,0
2019-02,Export,iron_steel_72,720521,3389030,682477
2019-02,Export,iron_steel_72,720529,1769141,1293007
2019-02,Export,iron_steel_72,720810,197562,245449
2019-02,Export,iron_steel_72,720827,3297,888
2019-02,Export,iron_steel_72,720839,2920,4690
2019-02,Export,iron_steel_72,720890,417189,24192
2019-02,Export,iron_steel_72,720916,408127,519230
2019-02,Export,iron_steel_72,720917,117127,135617
2019-02,Export,iron_steel_72,720918,86979,36897
2019-02,Export,iron_steel_72,720990,14620,12468
2019-02,Export,iron_steel_72,721012,18000,50991
2019-02,Export,iron_steel_72,721020,108720,12077
2019-02,Export,iron_steel_72,721030,20080,17451
2019-02,Export,iron_steel_72,721049,50000,51210
2019-02,Export,iron_steel_72,721050,237303,206080
2019-02,Export,iron_steel_72,721061,25673,22606
2019-02,Export,iron_steel_72,721070,84858,8652
2019-02,Export,iron_steel_72,721090,39781,10637
2019-02,Export,iron_steel_72,721240,237982,77260
2019-02,Export,iron_steel_72,721250,1808558,274594
2019-02,Export,iron_steel_72,721260,245398,52002
2019-02,Export,iron_steel_72,721310,67840,91949
2019-02,Export,iron_steel_72,721391,4957,95
2019-02,Export,iron_steel_72,721590,74980,24609
2019-02,Export,iron_steel_72,721631,108461,90384
2019-02,Export,iron_steel_72,721632,17729,211159
2019-02,Export,iron_steel_72,721633,36072,18180
2019-02,Export,iron_steel_72,721691,92027,74715
2019-02,Export,iron_steel_72,721710,447055,133474
2019-02,Export,iron_steel_72,721720,8639,7226
2019-02,Export,iron_steel_72,721810,645255,28671
2019-02,Export,iron_steel_72,722100,131169,11386
2019-02,Export,iron_steel_72,722300,1922142,26181
2019-02,Export,iron_steel_72,722410,521586,88222
2019-02,Export,iron_steel_72,722511,3070114,1357829
2019-02,Export,iron_steel_72,722550,18755,8090
2019-02,Export,iron_steel_73,730110,42342,3328
2019-02,Export,iron_steel_73,730120,413512,128331
2019-02,Export,iron_steel_73,730210,146039,64085
2019-02,Export,iron_steel_73,730290,63200,13112
2019-02,Export,iron_steel_73,730300,2646,1180
2019-02,Export,iron_steel_73,730419,273017,54672
2019-02,Export,iron_steel_73,730439,117580,58651
2019-02,Export,iron_steel_73,730511,4650,1702
2019-02,Export,iron_steel_73,730531,15704,589
2019-02,Export,iron_steel_73,730590,29637,272
2019-02,Export,iron_steel_73,730630,551292,224220
2019-02,Export,iron_steel_73,730721,853673,20233
2019-02,Export,iron_steel_73,730791,168107,4599
2019-02,Export,iron_steel_73,730810,46222,20758
2019-02,Export,iron_steel_73,730820,133845,13219
2019-02,Export,iron_steel_73,730830,148736,9521
2019-02,Export,iron_steel_73,730840,215148,35013
2019-02,Export,iron_steel_73,730890,1411002,290110
2019-02,Export,iron_steel_73,730900,877048,86827
2019-02,Export,iron_steel_73,731010,543749,146129
2019-02,Export,iron_steel_73,731021,3750,1500
2019-02,Export,iron_steel_73,731029,394431,20929
2019-02,Export,iron_steel_73,731100,7741236,519783
2019-02,Export,iron_steel_73,731815,10280446,524724
2019-02,Export,iron_steel_73,731816,6074080,143869
2019-02,Export,iron_steel_73,731822,2067079,242090
2019-02,Export,iron_steel_73,731823,1312464,45406
2019-02,Export,iron_steel_73,732690,29936333,2636846
2019-03,Export,aluminum_76,760110,67176,10893
2019-03,Export,aluminum_76,760120,3777179,1138872
2019-03,Export,aluminum_76,760310,822072,72795
2019-03,Export,aluminum_76,760320,31805,2742
2019-03,Export,aluminum_76,760410,381329,9909
2019-03,Export,aluminum_76,760421,96499,7676
2019-03,Export,aluminum_76,760429,4315585,409783
2019-03,Export,aluminum_76,760519,294186,55361
2019-03,Export,aluminum_76,760521,673111,469
2019-03,Export,aluminum_76,760529,909695,186870
2019-03,Export,aluminum_76,760611,387075,40332
2019-03,Export,aluminum_76,760612,13824345,1393091
2019-03,Export,aluminum_76,760691,165517,28563
2019-03,Export,aluminum_76,760692,132397,13306
2019-03,Export,aluminum_76,760711,530164,144115
2019-03,Export,aluminum_76,760719,558167,37790
2019-03,Export,aluminum_76,760720,1667286,140734
2019-03,Export,aluminum_76,760810,20915,2195
2019-03,Export,aluminum_76,760820,410239,82273
2019-03,Export,aluminum_76,760900,728350,40250
2019-03,Export,aluminum_76,761010,268546,30783
2019-03,Export,aluminum_76,761100,82122,4808
2019-03,Export,aluminum_76,761210,89364,2552
2019-03,Export,aluminum_76,761290,375936,58378
2019-03,Export,aluminum_76,761300,1823311,38569
2019-03,Export,aluminum_76,761490,35587,322
2019-03,Export,aluminum_76,761610,2424081,40432
2019-03,Export,aluminum_76,761691,205419,22806
2019-03,Export,aluminum_76,761699,19910023,803108
2019-03,Export,cement_2523,250700,14425506,52083241
2019-03,Export,cement_2523,252310,9517,14959
2019-03,Export,cement_2523,252321,36770,15732
2019-03,Export,cement_2523,252329,162085,226798
2019-03,Export,cement_2523,252330,23120,14558
2019-03,Export,cement_2523,252390,12437,30750
2019-03,Export,fertilizers,280800,19783,6396
2019-03,Export,fertilizers,281410,208542,342237
2019-03,Export,fertilizers,281420,531944,263697
2019-03,Export,fertilizers,310210,706469,1120785
2019-03,Export,fertilizers,310221,203116,604000
2019-03,Export,fertilizers,310280,5112333,37003410
2019-03,Export,fertilizers,310290,42840,10457
2019-03,Export,fertilizers,310510,49595,12759
2019-03,Export,fertilizers,310520,931179,731408
2019-03,Export,fertilizers,310559,44790,47183
2019-03,Export,fertilizers,310590,1156671,215124
2019-03,Export,hydrogen_2804,280410,2615,32
2019-03,Export,iron_steel_72,260112,1532307,42742178
2019-03,Export,iron_steel_72,720120,5091,53244
2019-03,Export,iron_steel_72,720241,124144,176216
2019-03,Export,iron_steel_72,720390,72000,25703
2019-03,Export,iron_steel_72,720510,271223,205736
2019-03,Export,iron_steel_72,720521,4630418,800345
2019-03,Export,iron_steel_72,720529,1438408,1308357
2019-03,Export,iron_steel_72,720610,6430,258
2019-03,Export,iron_steel_72,720810,3594,3343
2019-03,Export,iron_steel_72,720825,7397,1828
2019-03,Export,iron_steel_72,720836,30200,50835
2019-03,Export,iron_steel_72,720851,11608,481
2019-03,Export,iron_steel_72,720916,395472,503127
2019-03,Export,iron_steel_72,720917,120259,50931
2019-03,Export,iron_steel_72,720918,11512,12300
2019-03,Export,iron_steel_72,720927,7662,4559
2019-03,Export,iron_steel_72,721011,4210,602
2019-03,Export,iron_steel_72,721012,28095,39862
2019-03,Export,iron_steel_72,721020,238551,33849
2019-03,Export,iron_steel_72,721050,291087,184364
2019-03,Export,iron_steel_72,721061,2682,2740
2019-03,Export,iron_steel_72,721069,46478,23657
2019-03,Export,iron_steel_72,721070,3000,1631
2019-03,Export,iron_steel_72,721090,86111,26723
2019-03,Export,iron_steel_72,721230,105996,55618
2019-03,Export,iron_steel_72,721240,87445,25894
2019-03,Export,iron_steel_72,721250,2443846,443704
2019-03,Export,iron_steel_72,721260,157254,42614
2019-03,Export,iron_steel_72,721320,4255,270
2019-03,Export,iron_steel_72,721391,4347,64
2019-03,Export,iron_steel_72,721399,3105,3999
2019-03,Export,iron_steel_72,721590,171570,102812
2019-03,Export,iron_steel_72,721691,87193,84895
2019-03,Export,iron_steel_72,721699,59323,26389
2019-03,Export,iron_steel_72,721710,524286,177243
2019-03,Export,iron_steel_72,721810,871890,29239
2019-03,Export,iron_steel_72,721931,33041,8871
2019-03,Export,iron_steel_72,722100,263081,14760
2019-03,Export,iron_steel_72,722300,1829498,19675
2019-03,Export,iron_steel_72,722410,639616,130370
2019-03,Export,iron_steel_72,722511,4288519,1903716
2019-03,Export,iron_steel_73,730110,35748,3358
2019-03,Export,iron_steel_73,730120,893583,250713
2019-03,Export,iron_steel_73,730210,9261,92
2019-03,Export,iron_steel_73,730300,83867,872
2019-03,Export,iron_steel_73,730419,45850,22761
2019-03,Export,iron_steel_73,730439,88819,46683
2019-03,Export,iron_steel_73,730519,152104,79216
2019-03,Export,iron_steel_73,730590,24703,226
2019-03,Export,iron_steel_73,730630,870999,246023
2019-03,Export,iron_steel_73,730721,1126285,29794
2019-03,Export,iron_steel_73,730791,1823516,65776
2019-03,Export,iron_steel_73,730810,4199,1080
2019-03,Export,iron_steel_73,730820,96527,15177
2019-03,Export,iron_steel_73,730830,250319,11910
2019-03,Export,iron_steel_73,730840,86015,39458
2019-03,Export,iron_steel_73,730890,2287197,380836
2019-03,Export,iron_steel_73,730900,1991279,270044
2019-03,Export,iron_steel_73,731010,856279,199232
2019-03,Export,iron_steel_73,731021,10112,3852
2019-03,Export,iron_steel_73,731029,206078,22521
2019-03,Export,iron_steel_73,731100,7840487,399657
2019-03,Export,iron_steel_73,731815,12225003,750173
2019-03,Export,iron_steel_73,731816,8143326,249692
2019-03,Export,iron_steel_73,731822,1359943,156256
2019-03,Export,iron_steel_73,731823,1578301,58824
2019-03,Export,iron_steel_73,732690,25755403,2268997
2019-04,Export,aluminum_76,760110,49509,801
2019-04,Export,aluminum_76,760120,3083913,730745
2019-04,Export,aluminum_76,760310,475862,48977
2019-04,Export,aluminum_76,760320,20936,4468
2019-04,Export,aluminum_76,760410,107093,4877
2019-04,Export,aluminum_76,760421,228422,27241
2019-04,Export,aluminum_76,760429,2193626,221482
2019-04,Export,aluminum_76,760519,371818,91032
2019-04,Export,aluminum_76,760521,851185,0
2019-04,Export,aluminum_76,760529,585560,106048
2019-04,Export,aluminum_76,760611,319411,30178
2019-04,Export,aluminum_76,760612,14868941,1490611
2019-04,Export,aluminum_76,760691,61492,15551
2019-04,Export,aluminum_76,760692,156094,12570
2019-04,Export,aluminum_76,760711,226802,34275
2019-04,Export,aluminum_76,760719,506489,12379
2019-04,Export,aluminum_76,760720,2020834,105370
2019-04,Export,aluminum_76,760810,9000,1767
2019-04,Export,aluminum_76,760820,981964,140358
2019-04,Export,aluminum_76,760900,893217,52842
2019-04,Export,aluminum_76,761010,346368,23845
2019-04,Export,aluminum_76,761100,27691,8524
2019-04,Export,aluminum_76,761210,35333,785
2019-04,Export,aluminum_76,761290,1248446,305989
2019-04,Export,aluminum_76,761300,1633294,51631
2019-04,Export,aluminum_76,761490,62900,815
2019-04,Export,aluminum_76,761610,1748288,32691
2019-04,Export,aluminum_76,761691,212522,30687
2019-04,Export,aluminum_76,761699,14956902,661686
2019-04,Export,cement_2523,250700,11265377,36829926
2019-04,Export,cement_2523,252321,4833,21609
2019-04,Export,cement_2523,252390,11401,283075
2019-04,Export,fertilizers,280800,44175,12221
2019-04,Export,fertilizers,281410,212438,55577
2019-04,Export,fertilizers,281420,326237,187740
2019-04,Export,fertilizers,283421,2511,1031
2019-04,Export,fertilizers,310210,886794,1181292
2019-04,Export,fertilizers,310221,180567,533458
2019-04,Export,fertilizers,310280,4442493,40002277
2019-04,Export,fertilizers,310290,235153,111989
2019-04,Export,fertilizers,310510,589987,86117
2019-04,Export,fertilizers,310520,620925,302133
2019-04,Export,fertilizers,310551,3840,1040
2019-04,Export,fertilizers,310559,331505,77683
2019-04,Export,fertilizers,310590,502541,98070
2019-04,Export,iron_steel_72,720150,7034,8088
2019-04,Export,iron_steel_72,720390,59359,21406
2019-04,Export,iron_steel_72,720510,55331,19954
2019-04,Export,iron_steel_72,720521,3466400,568253
2019-04,Export,iron_steel_72,720529,1716217,1159133
2019-04,Export,iron_steel_72,720810,78296,113026
2019-04,Export,iron_steel_72,720890,14356,1090
2019-04,Export,iron_steel_72,720916,95009,120873
2019-04,Export,iron_steel_72,720917,39437,45662
2019-04,Export,iron_steel_72,720918,21259,18583
2019-04,Export,iron_steel_72,721012,176077,280532
2019-04,Export,iron_steel_72,721020,214713,29776
2019-04,Export,iron_steel_72,721030,10966,0
2019-04,Export,iron_steel_72,721049,15729,2909
2019-04,Export,iron_steel_72,721050,94192,45723
2019-04,Export,iron_steel_72,721061,2562,2618
2019-04,Export,iron_steel_72,721090,94720,23889
2019-04,Export,iron_steel_72,721210,25896,18552
2019-04,Export,iron_steel_72,721230,36347,19409
2019-04,Export,iron_steel_72,721240,157020,65058
2019-04,Export,iron_steel_72,721250,1995332,245711
2019-04,Export,iron_steel_72,721260,263943,77132
2019-04,Export,iron_steel_72,721391,19978,161
2019-04,Export,iron_steel_72,721510,11488,950
2019-04,Export,iron_steel_72,721590,42672,17833
2019-04,Export,iron_steel_72,721631,2533,2450
2019-04,Export,iron_steel_72,721632,13394,18169
2019-04,Export,iron_steel_72,721650,4290,5714
2019-04,Export,iron_steel_72,721691,29736,17921
2019-04,Export,iron_steel_72,721699,44146,5433
2019-04,Export,iron_steel_72,721710,308097,140382
2019-04,Export,iron_steel_72,721810,819591,9615
2019-04,Export,iron_steel_72,721911,4542,0
2019-04,Export,iron_steel_72,721931,45121,10684
2019-04,Export,iron_steel_72,722100,87592,12993
2019-04,Export,iron_steel_72,722300,2070839,33956
2019-04,Export,iron_steel_72,722410,290634,33518
2019-04,Export,iron_steel_72,722511,2898711,1285629
2019-04,Export,iron_steel_72,722550,2923,871
2019-04,Export,iron_steel_73,730110,19025,1745
2019-04,Export,iron_steel_73,730120,276540,44500
2019-04,Export,iron_steel_73,730210,3800,657
2019-04,Export,iron_steel_73,730300,35815,2474
2019-04,Export,iron_steel_73,730419,19079,4005
2019-04,Export,iron_steel_73,730439,54730,23839
2019-04,Export,iron_steel_73,730590,30623,4367
2019-04,Export,iron_steel_73,730630,1200152,227967
2019-04,Export,iron_steel_73,730721,607724,23845
2019-04,Export,iron_steel_73,730791,132004,11910
2019-04,Export,iron_steel_73,730810,4644445,943435
2019-04,Export,iron_steel_73,730820,91895,6296
2019-04,Export,iron_steel_73,730830,164875,12927
2019-04,Export,iron_steel_73,730840,121128,22944
2019-04,Export,iron_steel_73,730890,1126600,193867
2019-04,Export,iron_steel_73,730900,984032,193908
2019-04,Export,iron_steel_73,731010,609722,182107
2019-04,Export,iron_steel_73,731021,101400,14358
2019-04,Export,iron_steel_73,731029,533690,67372
2019-04,Export,iron_steel_73,731100,7471386,377405
2019-04,Export,iron_steel_73,731815,11440856,738394
2019-04,Export,iron_steel_73,731816,7044763,161007
2019-04,Export,iron_steel_73,731822,1902112,208974
2019-04,Export,iron_steel_73,731823,945215,35648
2019-04,Export,iron_steel_73,732690,35878379,2556567
2019-05,Export,aluminum_76,760110,95785,24066
2019-05,Export,aluminum_76,760120,3239619,861912
2019-05,Export,aluminum_76,760310,704594,180487
2019-05,Export,aluminum_76,760320,5115,0
2019-05,Export,aluminum_76,760410,321680,7475
2019-05,Export,aluminum_76,760421,270607,17244
2019-05,Export,aluminum_76,760429,2558104,304659
2019-05,Export,aluminum_76,760519,410043,72512
2019-05,Export,aluminum_76,760521,1450734,0
2019-05,Export,aluminum_76,760529,772866,148771
2019-05,Export,aluminum_76,760611,345723,32143
2019-05,Export,aluminum_76,760612,15731266,1361744
2019-05,Export,aluminum_76,760691,35665,7963
2019-05,Export,aluminum_76,760692,117021,7403
2019-05,Export,aluminum_76,760711,820311,201711
2019-05,Export,aluminum_76,760719,530700,35383
2019-05,Export,aluminum_76,760720,1639208,143051
2019-05,Export,aluminum_76,760810,62037,7361
2019-05,Export,aluminum_76,760820,951681,150663
2019-05,Export,aluminum_76,760900,639090,25748
2019-05,Export,aluminum_76,761010,312880,27844
2019-05,Export,aluminum_76,761100,17413,669
2019-05,Export,aluminum_76,761210,83046,6164
2019-05,Export,aluminum_76,761290,1095122,181746
2019-05,Export,aluminum_76,761300,1529862,39283
2019-05,Export,aluminum_76,761410,10824,1563
2019-05,Export,aluminum_76,761490,13282,83
2019-05,Export,aluminum_76,761610,2104787,41230
2019-05,Export,aluminum_76,761691,186499,20867
2019-05,Export,aluminum_76,761699,12646020,692043
2019-05,Export,cement_2523,250700,13112018,46988055
2019-05,Export,cement_2523,252321,8668,21790
2019-05,Export,cement_2523,252329,2550,5000
2019-05,Export,cement_2523,252390,13680,38920
2019-05,Export,fertilizers,280800,33075,14914
2019-05,Export,fertilizers,281410,274573,80830
2019-05,Export,fertilizers,281420,559058,328746
2019-05,Export,fertilizers,310210,536228,844641
2019-05,Export,fertilizers,310221,112551,1496
2019-05,Export,fertilizers,310290,62580,15445
2019-05,Export,fertilizers,310510,75316,9642
2019-05,Export,fertilizers,310520,633392,270693
2019-05,Export,fertilizers,310559,66477,71000
2019-05,Export,fertilizers,310590,912766,133255
2019-05,Export,iron_steel_72,720110,20044,47518
2019-05,Export,iron_steel_72,720150,9000,19209
2019-05,Export,iron_steel_72,720390,9472947,25055169
2019-05,Export,iron_steel_72,720510,471465,184638
2019-05,Export,iron_steel_72,720521,3527308,639499
2019-05,Export,iron_steel_72,720529,1700929,1189723
2019-05,Export,iron_steel_72,720810,9034,8405
2019-05,Export,iron_steel_72,720890,5398,14
2019-05,Export,iron_steel_72,720917,78516,33231
2019-05,Export,iron_steel_72,721011,7830,8225
2019-05,Export,iron_steel_72,721012,81860,161242
2019-05,Export,iron_steel_72,721020,471577,62759
2019-05,Export,iron_steel_72,721049,51966,114711
2019-05,Export,iron_steel_72,721050,110955,156272
2019-05,Export,iron_steel_72,721061,30677,24678
2019-05,Export,iron_steel_72,721070,58988,38872
2019-05,Export,iron_steel_72,721090,43063,11005
2019-05,Export,iron_steel_72,721230,7019,390
2019-05,Export,iron_steel_72,721240,67287,31034
2019-05,Export,iron_steel_72,721250,3353064,753510
2019-05,Export,iron_steel_72,721260,140767,36068
2019-05,Export,iron_steel_72,721310,12000,23434
2019-05,Export,iron_steel_72,721320,102381,5789
2019-05,Export,iron_steel_72,721391,3991,63
2019-05,Export,iron_steel_72,721510,12246,8363
2019-05,Export,iron_steel_72,721590,228744,58614
2019-05,Export,iron_steel_72,721622,21497,36191
2019-05,Export,iron_steel_72,721691,237743,231477
2019-05,Export,iron_steel_72,721699,73203,38298
2019-05,Export,iron_steel_72,721710,368072,122373
2019-05,Export,iron_steel_72,721810,757438,5345
2019-05,Export,iron_steel_72,721931,10800,3686
2019-05,Export,iron_steel_72,722100,316123,19480
2019-05,Export,iron_steel_72,722300,1620284,42867
2019-05,Export,iron_steel_72,722410,567925,67152
2019-05,Export,iron_steel_72,722511,3873186,1768384
2019-05,Export,iron_steel_72,722550,224214,158659
2019-05,Export,iron_steel_73,730110,136261,1479
2019-05,Export,iron_steel_73,730120,627774,134167
2019-05,Export,iron_steel_73,730210,16592,5845
2019-05,Export,iron_steel_73,730230,16759,4478
2019-05,Export,iron_steel_73,730290,38296,8794
2019-05,Export,iron_steel_73,730300,109776,20539
2019-05,Export,iron_steel_73,730419,200979,41355
2019-05,Export,iron_steel_73,730439,132748,46786
2019-05,Export,iron_steel_73,730511,83596,26378
2019-05,Export,iron_steel_73,730531,22744,2671
2019-05,Export,iron_steel_73,730539,121388,33876
2019-05,Export,iron_steel_73,730590,83836,10136
2019-05,Export,iron_steel_73,730630,900904,290591
2019-05,Export,iron_steel_73,730721,1061071,27550
2019-05,Export,iron_steel_73,730791,116603,5656
2019-05,Export,iron_steel_73,730810,85652,16500
2019-05,Export,iron_steel_73,730820,732987,205580
2019-05,Export,iron_steel_73,730830,467185,18743
2019-05,Export,iron_steel_73,730840,33553,9788
2019-05,Export,iron_steel_73,730890,1037791,167790
2019-05,Export,iron_steel_73,730900,983667,213996
2019-05,Export,iron_steel_73,731010,1640122,417113
2019-05,Export,iron_steel_73,731021,14504,5802
2019-05,Export,iron_steel_73,731029,276678,27095
2019-05,Export,iron_steel_73,731100,8694105,412488
2019-05,Export,iron_steel_73,731815,11712883,731292
2019-05,Export,iron_steel_73,731816,6698198,183300
2019-05,Export,iron_steel_73,731822,1568833,194901
2019-05,Export,iron_steel_73,731823,961121,39092
2019-05,Export,iron_steel_73,732690,28607526,3975221
2019-06,Export,aluminum_76,760110,111952,22900
2019-06,Export,aluminum_76,760120,2230061,576251
2019-06,Export,aluminum_76,760310,687477,150453
2019-06,Export,aluminum_76,760320,36203,3158
2019-06,Export,aluminum_76,760410,28678,2528
2019-06,Export,aluminum_76,760421,134017,15418
