period,flow,sector,partnerDesc,primaryValue,quantity_kg
2023-01,Export,iron_steel_72,Malaysia,805658,89530
2023-01,Export,iron_steel_72,Maldives,6120,1700
2023-01,Export,iron_steel_72,Mexico,279920310,56058530
2023-01,Export,iron_steel_72,Morocco,47800,4360
2023-01,Export,iron_steel_72,Netherlands,17914109,194613159
2023-01,Export,iron_steel_72,New Zealand,156883,99936
2023-01,Export,iron_steel_72,Pakistan,735778,1237528
2023-01,Export,iron_steel_72,Panama,22961,5831
2023-01,Export,iron_steel_72,Papua New Guinea,3024,483
2023-01,Export,iron_steel_72,Peru,92458,54955
2023-01,Export,iron_steel_72,Philippines,81560,195746
2023-01,Export,iron_steel_72,Poland,707407,142587
2023-01,Export,iron_steel_72,Rep. of Korea,3042871,807905
2023-01,Export,iron_steel_72,Romania,263906,27954
2023-01,Export,iron_steel_72,Russian Federation,79444,6857
2023-01,Export,iron_steel_72,Rwanda,6500,283
2023-01,Export,iron_steel_72,Saudi Arabia,18232,3324
2023-01,Export,iron_steel_72,Singapore,694907,144331
2023-01,Export,iron_steel_72,Sint Maarten,26750,2041
2023-01,Export,iron_steel_72,Slovakia,24715,2350
2023-01,Export,iron_steel_72,South Africa,54121,10886
2023-01,Export,iron_steel_72,Spain,416203,221602
2023-01,Export,iron_steel_72,St Kitts And Nevis,8627,289
2023-01,Export,iron_steel_72,St Vincent And The Grenadines,18322,5735
2023-01,Export,iron_steel_72,Suriname,499842,120582
2023-01,Export,iron_steel_72,Sweden,467602,93562
2023-01,Export,iron_steel_72,Switzerland,37938,19842
2023-01,Export,iron_steel_72,Taiwan,1625848,346145
2023-01,Export,iron_steel_72,Thailand,858612,303245
2023-01,Export,iron_steel_72,Trinidad And Tobago,14603,5372
2023-01,Export,iron_steel_72,Tunisia,40392,11555
2023-01,Export,iron_steel_72,Turks And Caicos Islands,60552,51884
2023-01,Export,iron_steel_72,Türkiye,1110842,543317
2023-01,Export,iron_steel_72,Uganda,2800,251
2023-01,Export,iron_steel_72,United Arab Emirates,1415876,295750
2023-01,Export,iron_steel_72,United Kingdom,3260265,45640202
2023-01,Export,iron_steel_72,Uruguay,15476,10471
2023-01,Export,iron_steel_72,Viet Nam,1189546,224939
2023-01,Export,iron_steel_73,Afghanistan,16360,502
2023-01,Export,iron_steel_73,Algeria,159028,12026
2023-01,Export,iron_steel_73,Angola,1050092,158263
2023-01,Export,iron_steel_73,Anguilla,190107,30657
2023-01,Export,iron_steel_73,Antigua And Barbuda,368604,106060
2023-01,Export,iron_steel_73,Argentina,3074806,468260
2023-01,Export,iron_steel_73,Aruba,19590,2424
2023-01,Export,iron_steel_73,Australia,15599787,1268653
2023-01,Export,iron_steel_73,Austria,475016,49203
2023-01,Export,iron_steel_73,Azerbaijan,49752,846
2023-01,Export,iron_steel_73,Bahamas,3313177,572700
2023-01,Export,iron_steel_73,Bahrain,840344,64110
2023-01,Export,iron_steel_73,Bangladesh,243073,37663
2023-01,Export,iron_steel_73,Barbados,275443,46390
2023-01,Export,iron_steel_73,Belgium,2396166,283766
2023-01,Export,iron_steel_73,Belize,206272,18076
2023-01,Export,iron_steel_73,Bermuda,267034,33317
2023-01,Export,iron_steel_73,Bolivia,21078,87
2023-01,Export,iron_steel_73,Brazil,15682675,1215412
2023-01,Export,iron_steel_73,British Virgin Islands,418029,86724
2023-01,Export,iron_steel_73,Brunei,99451,2484
2023-01,Export,iron_steel_73,Bulgaria,27964,3152
2023-01,Export,iron_steel_73,Burkina Faso,4675,48
2023-01,Export,iron_steel_73,Cacm,6223982,561723
2023-01,Export,iron_steel_73,Cameroon,15364,316
2023-01,Export,iron_steel_73,Canada,337161066,645382
2023-01,Export,iron_steel_73,Cayman Islands,1725624,386606
2023-01,Export,iron_steel_73,Central African Republic,94626,964
2023-01,Export,iron_steel_73,Chad,19049,819
2023-01,Export,iron_steel_73,Chile,6182456,861366
2023-01,Export,iron_steel_73,China,22412728,2788661
2023-01,Export,iron_steel_73,Colombia,4329488,551763
2023-01,Export,iron_steel_73,Comoros,15462,484
2023-01,Export,iron_steel_73,Congo,382118,23423
2023-01,Export,iron_steel_73,Costa Rica,2866399,315886
2023-01,Export,iron_steel_73,Cote D'Ivoire,73247,1582
2023-01,Export,iron_steel_73,Curacao,67883,8281
2023-01,Export,iron_steel_73,Cyprus,860327,69939
2023-01,Export,iron_steel_73,Czech Republic,1412394,117016
2023-01,Export,iron_steel_73,Democratic Republic Of The Congo,25331,301
2023-01,Export,iron_steel_73,Denmark,762095,61793
2023-01,Export,iron_steel_73,Djibouti,4350,64
2023-01,Export,iron_steel_73,Dominica,12466,11220
2023-01,Export,iron_steel_73,Dominican Republic,4266903,645680
2023-01,Export,iron_steel_73,Ecuador,555920,41365
2023-01,Export,iron_steel_73,Egypt,407873,15319
2023-01,Export,iron_steel_73,El Salvador,2163487,71224
2023-01,Export,iron_steel_73,Equatorial Guinea,229943,24582
2023-01,Export,iron_steel_73,Estonia,83533,4808
2023-01,Export,iron_steel_73,Ethiopia,22153,581
2023-01,Export,iron_steel_73,Finland,161954,28804
2023-01,Export,iron_steel_73,France,15468906,428055
2023-01,Export,iron_steel_73,French Polynesia,12726,121
2023-01,Export,iron_steel_73,Gabon,79531,2386
2023-01,Export,iron_steel_73,Germany,22024723,2103950
2023-01,Export,iron_steel_73,Ghana,111377,5374
2023-01,Export,iron_steel_73,Greece,268368,7345
2023-01,Export,iron_steel_73,Grenada,126975,9997
2023-01,Export,iron_steel_73,Guatemala,600830,101483
2023-01,Export,iron_steel_73,Guyana,3367716,154165
2023-01,Export,iron_steel_73,Haiti,159996,73557
2023-01,Export,iron_steel_73,Honduras,496248,51161
2023-01,Export,iron_steel_73,Hong Kong,1590556,136131
2023-01,Export,iron_steel_73,Hungary,1148611,73075
2023-01,Export,iron_steel_73,Iceland,188176,6696
2023-01,Export,iron_steel_73,India,7266230,970790
2023-01,Export,iron_steel_73,Indonesia,784888,255850
2023-01,Export,iron_steel_73,Iraq,606883,101569
2023-01,Export,iron_steel_73,Ireland,1003588,19942
2023-01,Export,iron_steel_73,Israel,6246190,686196
2023-01,Export,iron_steel_73,Italy,4893672,461725
2023-01,Export,iron_steel_73,Jamaica,767083,167294
2023-01,Export,iron_steel_73,Japan,18282695,2890088
2023-01,Export,iron_steel_73,Jordan,108711,2491
2023-01,Export,iron_steel_73,Kazakhstan,320474,3669
2023-01,Export,iron_steel_73,Kenya,51739,2537
2023-01,Export,iron_steel_73,Kuwait,228009,20425
2023-01,Export,iron_steel_73,Latvia,46282,40
2023-01,Export,iron_steel_73,Lebanon,951796,36999
2023-01,Export,iron_steel_73,Liberia,5482,70
2023-01,Export,iron_steel_73,Libya,38935,3945
2023-01,Export,iron_steel_73,Lithuania,134114,1331
2023-01,Export,iron_steel_73,Luxembourg,308267,7883
2023-01,Export,iron_steel_73,Madagascar,11361,518
2023-01,Export,iron_steel_73,Malaysia,3717255,179796
2023-01,Export,iron_steel_73,Maldives,600158,114204
2023-01,Export,iron_steel_73,Mali,14746,1192
2023-01,Export,iron_steel_73,Malta,49080,4738
2023-01,Export,iron_steel_73,Mauritania,13750,4
2023-01,Export,iron_steel_73,Mauritius,7308,308
2023-01,Export,iron_steel_73,Mexico,416755592,1744819
2023-01,Export,iron_steel_73,Micronesia,3548,37
2023-01,Export,iron_steel_73,Mongolia,38648,1611
2023-01,Export,iron_steel_73,Montserrat,5174,374
2023-01,Export,iron_steel_73,Morocco,214951,83613
2023-01,Export,iron_steel_73,Mozambique,339362,66396
2023-01,Export,iron_steel_73,Namibia,723482,153087
2023-01,Export,iron_steel_73,Netherlands,10345967,547623
2023-01,Export,iron_steel_73,New Zealand,528912,56995
2023-01,Export,iron_steel_73,Nicaragua,97018,21969
2023-01,Export,iron_steel_73,Nigeria,378178,12573
2023-01,Export,iron_steel_73,Norway,2123061,91806
2023-01,Export,iron_steel_73,Oman,540378,31207
2023-01,Export,iron_steel_73,Pakistan,207023,2348
2023-01,Export,iron_steel_73,Panama,3853195,847444
2023-01,Export,iron_steel_73,Papua New Guinea,12120,466
2023-01,Export,iron_steel_73,Paraguay,23564,203
2023-01,Export,iron_steel_73,Peru,2265171,168430
2023-01,Export,iron_steel_73,Philippines,864486,26897
2023-01,Export,iron_steel_73,Poland,3130776,321592
2023-01,Export,iron_steel_73,Portugal,972762,99200
2023-01,Export,iron_steel_73,Qatar,552773,88277
2023-01,Export,iron_steel_73,Rep. of Korea,11756898,1384278
2023-01,Export,iron_steel_73,Romania,565907,83765
2023-01,Export,iron_steel_73,Russian Federation,44499,192
2023-01,Export,iron_steel_73,Rwanda,5135,82
2023-01,Export,iron_steel_73,Saudi Arabia,4750011,222970
2023-01,Export,iron_steel_73,Senegal,16850,890
2023-01,Export,iron_steel_73,Serbia,105807,23553
2023-01,Export,iron_steel_73,Seychelles,20220,912
2023-01,Export,iron_steel_73,Sierra Leone,4243,283
2023-01,Export,iron_steel_73,Singapore,9341107,577675
2023-01,Export,iron_steel_73,Sint Maarten,62117,15864
2023-01,Export,iron_steel_73,Slovakia,285939,23510
2023-01,Export,iron_steel_73,Slovenia,589647,85528
2023-01,Export,iron_steel_73,South Africa,2289650,144873
2023-01,Export,iron_steel_73,South Sudan,37397,3586
2023-01,Export,iron_steel_73,Spain,5175175,977926
2023-01,Export,iron_steel_73,Sri Lanka,24415,376
2023-01,Export,iron_steel_73,St Kitts And Nevis,160191,29033
2023-01,Export,iron_steel_73,St Lucia,114471,18325
2023-01,Export,iron_steel_73,St Vincent And The Grenadines,54955,5262
2023-01,Export,iron_steel_73,Suriname,173825,22133
2023-01,Export,iron_steel_73,Sweden,2229362,244502
2023-01,Export,iron_steel_73,Switzerland,2421929,54214
2023-01,Export,iron_steel_73,Taiwan,4802478,301398
2023-01,Export,iron_steel_73,Tanzania,56546,979
2023-01,Export,iron_steel_73,Thailand,9175434,563592
2023-01,Export,iron_steel_73,Togo,8376,291
2023-01,Export,iron_steel_73,Trinidad And Tobago,1591088,170022
2023-01,Export,iron_steel_73,Tunisia,208537,43273
2023-01,Export,iron_steel_73,Turks And Caicos Islands,328599,68821
2023-01,Export,iron_steel_73,Türkiye,2608443,216827
2023-01,Export,iron_steel_73,Uganda,4000,75
2023-01,Export,iron_steel_73,Ukraine,47702,1932
2023-01,Export,iron_steel_73,United Arab Emirates,6094516,338596
2023-01,Export,iron_steel_73,United Kingdom,19739374,803404
2023-01,Export,iron_steel_73,Uruguay,1029843,222479
2023-01,Export,iron_steel_73,Uzbekistan,28977,3615
2023-01,Export,iron_steel_73,Venezuela,204894,36112
2023-01,Export,iron_steel_73,Viet Nam,2214580,1012752
2023-01,Export,iron_steel_73,Yemen,531000,72975
2023-01,Export,iron_steel_73,Zambia,43536,1593
2023-01,Import,aluminum_76,Albania,169226,20298
2023-01,Import,aluminum_76,Argentina,738548,117367
2023-01,Import,aluminum_76,Armenia,2100,2100
2023-01,Import,aluminum_76,Australia,22200953,7957539
2023-01,Import,aluminum_76,Austria,17505050,2994538
2023-01,Import,aluminum_76,Bahrain,31997774,10197099
2023-01,Import,aluminum_76,Belarus,228847,24872
2023-01,Import,aluminum_76,Belgium,11790287,1573868
2023-01,Import,aluminum_76,Bosnia And Herzegovina,57217,924
2023-01,Import,aluminum_76,Brazil,9887087,2754756
2023-01,Import,aluminum_76,Brunei,92600,6327
2023-01,Import,aluminum_76,Bulgaria,4452254,846853
2023-01,Import,aluminum_76,Burma,1435706,282186
2023-01,Import,aluminum_76,Cacm,3260877,362019
2023-01,Import,aluminum_76,Cambodia,1178275,350768
2023-01,Import,aluminum_76,Canada,879046443,54685149
2023-01,Import,aluminum_76,Chile,1511907,180779
2023-01,Import,aluminum_76,China,167290883,39891868
2023-01,Import,aluminum_76,Colombia,35705479,4245933
2023-01,Import,aluminum_76,Costa Rica,1346951,20359
2023-01,Import,aluminum_76,Croatia,52716,12335
2023-01,Import,aluminum_76,Czech Republic,1380404,75575
2023-01,Import,aluminum_76,Denmark,1668994,261313
2023-01,Import,aluminum_76,Dominican Republic,4817611,997537
2023-01,Import,aluminum_76,Ecuador,4986307,1152342
2023-01,Import,aluminum_76,El Salvador,783846,131754
2023-01,Import,aluminum_76,Estonia,13296,336
2023-01,Import,aluminum_76,Finland,4976,28
2023-01,Import,aluminum_76,France,20395686,2532420
2023-01,Import,aluminum_76,Georgia,354232,16879
2023-01,Import,aluminum_76,Germany,48644973,5934506
2023-01,Import,aluminum_76,Greece,14341071,2872736
2023-01,Import,aluminum_76,Honduras,1130080,209906
2023-01,Import,aluminum_76,Hong Kong,1649602,433010
2023-01,Import,aluminum_76,Hungary,2803862,415514
2023-01,Import,aluminum_76,Iceland,10600,387
2023-01,Import,aluminum_76,India,72175511,21052891
2023-01,Import,aluminum_76,Indonesia,12517175,3105202
2023-01,Import,aluminum_76,Ireland,185225,11560
2023-01,Import,aluminum_76,Israel,1187093,127382
2023-01,Import,aluminum_76,Italy,25384750,3132117
2023-01,Import,aluminum_76,Japan,19093109,2969740
2023-01,Import,aluminum_76,Jordan,157286,61826
2023-01,Import,aluminum_76,Kazakhstan,3197,1
2023-01,Import,aluminum_76,Lithuania,149097,7591
2023-01,Import,aluminum_76,Luxembourg,5583993,854226
2023-01,Import,aluminum_76,Madagascar,60702,86
2023-01,Import,aluminum_76,Malaysia,13611570,2631609
2023-01,Import,aluminum_76,Malta,85882,4231
2023-01,Import,aluminum_76,Mexico,106446073,899136
2023-01,Import,aluminum_76,Mozambique,69534,15624
2023-01,Import,aluminum_76,Netherlands,6231367,623604
2023-01,Import,aluminum_76,New Zealand,5627530,1784836
2023-01,Import,aluminum_76,Norway,2574687,209943
2023-01,Import,aluminum_76,Oman,28118893,8865289
2023-01,Import,aluminum_76,Pakistan,47150,3789
2023-01,Import,aluminum_76,Philippines,63629,1100
2023-01,Import,aluminum_76,Poland,5573989,649738
2023-01,Import,aluminum_76,Portugal,1633631,82999
2023-01,Import,aluminum_76,Qatar,22780665,8119573
2023-01,Import,aluminum_76,Rep. of Korea,45553954,10040912
2023-01,Import,aluminum_76,Romania,173099,27853
2023-01,Import,aluminum_76,Russian Federation,15195589,5947071
2023-01,Import,aluminum_76,Samoa,7073,16
2023-01,Import,aluminum_76,San Marino,5925,604
2023-01,Import,aluminum_76,Saudi Arabia,7344104,2307021
2023-01,Import,aluminum_76,Serbia,96471,22931
2023-01,Import,aluminum_76,Singapore,1193618,191445
2023-01,Import,aluminum_76,Slovakia,411938,49740
2023-01,Import,aluminum_76,Slovenia,3748974,477418
2023-01,Import,aluminum_76,South Africa,29990218,9943356
2023-01,Import,aluminum_76,Spain,9305722,1873137
2023-01,Import,aluminum_76,Sweden,6941684,1275359
2023-01,Import,aluminum_76,Switzerland,5431117,414306
2023-01,Import,aluminum_76,Taiwan,20168488,1911096
2023-01,Import,aluminum_76,Thailand,42205053,11062663
2023-01,Import,aluminum_76,Trinidad And Tobago,2083,85
2023-01,Import,aluminum_76,Tunisia,44807,1919
2023-01,Import,aluminum_76,Türkiye,46134011,11382825
2023-01,Import,aluminum_76,Ukraine,77252,13045
2023-01,Import,aluminum_76,United Arab Emirates,123626035,44380465
2023-01,Import,aluminum_76,United Kingdom,13002874,2029428
2023-01,Import,aluminum_76,Venezuela,1170309,235307
2023-01,Import,aluminum_76,Viet Nam,22868990,4850181
2023-01,Import,cement_2523,Algeria,4602375,44000000
2023-01,Import,cement_2523,Belgium,3276,8595
2023-01,Import,cement_2523,Brazil,939425,6214830
2023-01,Import,cement_2523,Canada,21473780,129227520
2023-01,Import,cement_2523,China,8235,19417
2023-01,Import,cement_2523,Colombia,6522850,79856780
2023-01,Import,cement_2523,Croatia,247634,751800
2023-01,Import,cement_2523,Egypt,3312825,42073850
2023-01,Import,cement_2523,France,48969,48340
2023-01,Import,cement_2523,Germany,38019,45548
2023-01,Import,cement_2523,Greece,17486909,263589094
2023-01,Import,cement_2523,India,5224051,49500000
2023-01,Import,cement_2523,Italy,180870,201020
2023-01,Import,cement_2523,Mexico,14964406,80453379
2023-01,Import,cement_2523,Netherlands,286652,297656
2023-01,Import,cement_2523,New Zealand,86675,97740
2023-01,Import,cement_2523,Poland,1403691,1569084
2023-01,Import,cement_2523,Rep. of Korea,5901638,104831000
2023-01,Import,cement_2523,Spain,4904786,77996600
2023-01,Import,cement_2523,Taiwan,2409110,35770000
2023-01,Import,cement_2523,Tunisia,2896742,16401820
2023-01,Import,cement_2523,Türkiye,63171743,853960733
2023-01,Import,cement_2523,United Arab Emirates,13034743,134285000
2023-01,Import,cement_2523,United Kingdom,235539,145747
2023-01,Import,cement_2523,Viet Nam,9456398,124310000
2023-01,Import,fertilizers,Algeria,45495406,79331357
2023-01,Import,fertilizers,Australia,52469,143525
2023-01,Import,fertilizers,Belgium,11822415,28280399
2023-01,Import,fertilizers,Brazil,16113498,18027237
2023-01,Import,fertilizers,Cameroon,17186,0
2023-01,Import,fertilizers,Canada,168065437,1000
2023-01,Import,fertilizers,Chile,10604741,8242800
2023-01,Import,fertilizers,China,1573080,1270144
2023-01,Import,fertilizers,Colombia,63400,42051
2023-01,Import,fertilizers,Czech Republic,265428,59227
2023-01,Import,fertilizers,Dominican Republic,69087,101330
2023-01,Import,fertilizers,Egypt,28289150,52700000
2023-01,Import,fertilizers,Finland,2268981,3247200
2023-01,Import,fertilizers,France,281794,96001
2023-01,Import,fertilizers,Germany,13565163,21132369
2023-01,Import,fertilizers,India,167895,421757
2023-01,Import,fertilizers,Indonesia,18770,30330
2023-01,Import,fertilizers,Israel,2001991,1563581
2023-01,Import,fertilizers,Italy,1124603,418684
2023-01,Import,fertilizers,Japan,423120,324648
2023-01,Import,fertilizers,Jordan,241044,403914
2023-01,Import,fertilizers,Mexico,2526387,168700
2023-01,Import,fertilizers,Morocco,333760,191534
2023-01,Import,fertilizers,Netherlands,446694,119587
2023-01,Import,fertilizers,Nigeria,17108422,28514037
2023-01,Import,fertilizers,Norway,9223403,33362206
2023-01,Import,fertilizers,Poland,6993,0
2023-01,Import,fertilizers,Portugal,19404,0
2023-01,Import,fertilizers,Qatar,48186387,98788061
2023-01,Import,fertilizers,Rep. of Korea,7534090,27814085
2023-01,Import,fertilizers,Russian Federation,142033200,309317298
2023-01,Import,fertilizers,Saudi Arabia,35109903,54136463
2023-01,Import,fertilizers,South Africa,349429,99295
2023-01,Import,fertilizers,Spain,2110680,1285045
2023-01,Import,fertilizers,Switzerland,15952,41
2023-01,Import,fertilizers,Taiwan,154361,182989
2023-01,Import,fertilizers,Thailand,66960,72303
2023-01,Import,fertilizers,Trinidad And Tobago,113762821,147737477
2023-01,Import,fertilizers,Tunisia,32300,19400
2023-01,Import,fertilizers,United Kingdom,1041140,595699
2023-01,Import,fertilizers,Viet Nam,579855,639011
2023-01,Import,hydrogen_2804,Canada,6109912,0
2023-01,Import,hydrogen_2804,France,76622,257
2023-01,Import,iron_steel_72,Albania,605069,292549
2023-01,Import,iron_steel_72,Algeria,21229481,34832401
2023-01,Import,iron_steel_72,Argentina,7489,22
2023-01,Import,iron_steel_72,Australia,35647910,36515196
2023-01,Import,iron_steel_72,Austria,3246361,1845683
2023-01,Import,iron_steel_72,Belgium,4627623,2460206
2023-01,Import,iron_steel_72,Brazil,232159847,548608727
2023-01,Import,iron_steel_72,Cacm,683621,319832
2023-01,Import,iron_steel_72,Canada,387374429,121230751
2023-01,Import,iron_steel_72,China,39587728,32312076
2023-01,Import,iron_steel_72,Colombia,6177818,1049506
2023-01,Import,iron_steel_72,Costa Rica,286371,64200
2023-01,Import,iron_steel_72,Croatia,19923,1289
2023-01,Import,iron_steel_72,Czech Republic,695313,141016
2023-01,Import,iron_steel_72,Dominican Republic,2177931,2583030
2023-01,Import,iron_steel_72,Egypt,2952337,2626543
2023-01,Import,iron_steel_72,Finland,164078,127449
2023-01,Import,iron_steel_72,France,21002089,12074375
2023-01,Import,iron_steel_72,Germany,82324282,48816009
2023-01,Import,iron_steel_72,Guatemala,252050,166166
2023-01,Import,iron_steel_72,Honduras,145200,89466
2023-01,Import,iron_steel_72,India,20073781,12992497
2023-01,Import,iron_steel_72,Indonesia,478252,520950
2023-01,Import,iron_steel_72,Ireland,387102,16564
2023-01,Import,iron_steel_72,Italy,9276254,2158950
2023-01,Import,iron_steel_72,Japan,79717667,57755977
2023-01,Import,iron_steel_72,Kazakhstan,242587,0
2023-01,Import,iron_steel_72,Luxembourg,11342357,8364612
2023-01,Import,iron_steel_72,Malaysia,26905123,17766971
2023-01,Import,iron_steel_72,Mexico,184822934,19624041
2023-01,Import,iron_steel_72,Netherlands,26841331,17550883
2023-01,Import,iron_steel_72,Norway,3130811,261349
2023-01,Import,iron_steel_72,Oman,64503,27000
2023-01,Import,iron_steel_72,Pakistan,43616,39365
2023-01,Import,iron_steel_72,Peru,3756,3539
2023-01,Import,iron_steel_72,Poland,227018,125804
2023-01,Import,iron_steel_72,Portugal,5375295,6498327
2023-01,Import,iron_steel_72,Rep. of Korea,74205528,54962971
2023-01,Import,iron_steel_72,Romania,227509,109847
2023-01,Import,iron_steel_72,Saudi Arabia,191521,185912
2023-01,Import,iron_steel_72,Serbia,952500,627626
2023-01,Import,iron_steel_72,Slovakia,1109732,355251
2023-01,Import,iron_steel_72,Slovenia,293024,52504
2023-01,Import,iron_steel_72,South Africa,52914652,53185847
2023-01,Import,iron_steel_72,Spain,32151897,24513730
2023-01,Import,iron_steel_72,Sweden,23854837,16284042
2023-01,Import,iron_steel_72,Switzerland,115812,28785
2023-01,Import,iron_steel_72,Taiwan,26352037,16771279
2023-01,Import,iron_steel_72,Thailand,1814133,1098274
2023-01,Import,iron_steel_72,Trinidad And Tobago,55447437,124597130
2023-01,Import,iron_steel_72,Türkiye,7481403,11046455
2023-01,Import,iron_steel_72,Ukraine,25857527,51922746
2023-01,Import,iron_steel_72,United Arab Emirates,5404207,5572657
2023-01,Import,iron_steel_72,United Kingdom,29483559,18373966
2023-01,Import,iron_steel_72,Venezuela,13092,13402
2023-01,Import,iron_steel_72,Viet Nam,16075024,15995540
2023-01,Import,iron_steel_73,Argentina,7128946,2126845
2023-01,Import,iron_steel_73,Australia,2719627,568824
2023-01,Import,iron_steel_73,Austria,12906496,2124390
2023-01,Import,iron_steel_73,Bahrain,24478,18093
2023-01,Import,iron_steel_73,Bangladesh,47227,2661
2023-01,Import,iron_steel_73,Belarus,188195,129766
2023-01,Import,iron_steel_73,Belgium,21833420,3359204
2023-01,Import,iron_steel_73,Bosnia And Herzegovina,345070,42034
2023-01,Import,iron_steel_73,Brazil,8264137,1926933
2023-01,Import,iron_steel_73,Brunei,3542734,2512820
2023-01,Import,iron_steel_73,Bulgaria,441661,28713
2023-01,Import,iron_steel_73,Cacm,1941383,643825
2023-01,Import,iron_steel_73,Cambodia,270530,76969
2023-01,Import,iron_steel_73,Canada,274335841,185399
2023-01,Import,iron_steel_73,Chile,745944,323552
2023-01,Import,iron_steel_73,China,346145978,139068296
2023-01,Import,iron_steel_73,Colombia,1080521,312561
2023-01,Import,iron_steel_73,Costa Rica,901637,178246
2023-01,Import,iron_steel_73,Croatia,849100,54963
2023-01,Import,iron_steel_73,Czech Republic,15859647,9096000
2023-01,Import,iron_steel_73,Denmark,4169391,378594
2023-01,Import,iron_steel_73,Dominican Republic,1791473,886085
2023-01,Import,iron_steel_73,Ecuador,228555,89266
2023-01,Import,iron_steel_73,Egypt,651224,218125
2023-01,Import,iron_steel_73,El Salvador,2729,30
2023-01,Import,iron_steel_73,Estonia,177457,8957
2023-01,Import,iron_steel_73,Finland,4486990,407087
2023-01,Import,iron_steel_73,France,19979115,1964812
2023-01,Import,iron_steel_73,French Polynesia,4357,439
2023-01,Import,iron_steel_73,Germany,92593741,16852643
2023-01,Import,iron_steel_73,Greece,1338036,116450
2023-01,Import,iron_steel_73,Guatemala,607304,172317
2023-01,Import,iron_steel_73,Guyana,67320,6563
2023-01,Import,iron_steel_73,Haiti,10012,1784
2023-01,Import,iron_steel_73,Honduras,429713,293232
2023-01,Import,iron_steel_73,Hong Kong,129395,45695
2023-01,Import,iron_steel_73,Hungary,1102209,177065
2023-01,Import,iron_steel_73,Iceland,11381,105
2023-01,Import,iron_steel_73,India,133636177,60975547
2023-01,Import,iron_steel_73,Indonesia,750512,445013
2023-01,Import,iron_steel_73,Ireland,1474980,39518
2023-01,Import,iron_steel_73,Israel,1104777,76169
2023-01,Import,iron_steel_73,Italy,69434625,15294668
2023-01,Import,iron_steel_73,Japan,69915928,24586961
2023-01,Import,iron_steel_73,Kuwait,28000,2404
2023-01,Import,iron_steel_73,Latvia,1088344,83856
2023-01,Import,iron_steel_73,Lebanon,6466,1317
2023-01,Import,iron_steel_73,Liechtenstein,724796,21450
2023-01,Import,iron_steel_73,Lithuania,742049,89504
2023-01,Import,iron_steel_73,Luxembourg,14325206,8617690
2023-01,Import,iron_steel_73,Macau,5520,308
2023-01,Import,iron_steel_73,Macedonia,8315,133
2023-01,Import,iron_steel_73,Malaysia,14909538,3418283
2023-01,Import,iron_steel_73,Malta,11910,62
2023-01,Import,iron_steel_73,Mexico,318721627,4581229
2023-01,Import,iron_steel_73,Moldova,160930,35583
2023-01,Import,iron_steel_73,Morocco,31439,19
2023-01,Import,iron_steel_73,Netherlands,11787359,885288
2023-01,Import,iron_steel_73,New Zealand,1575562,438765
2023-01,Import,iron_steel_73,Norway,3199558,275309
2023-01,Import,iron_steel_73,Oman,1807332,1993844
2023-01,Import,iron_steel_73,Pakistan,614388,135333
2023-01,Import,iron_steel_73,Peru,7200,1840
2023-01,Import,iron_steel_73,Philippines,2416328,1089495
2023-01,Import,iron_steel_73,Poland,7742740,937714
2023-01,Import,iron_steel_73,Portugal,12972055,5586644
2023-01,Import,iron_steel_73,Qatar,13826,41270
2023-01,Import,iron_steel_73,Rep. of Korea,115892388,41748627
2023-01,Import,iron_steel_73,Romania,13198037,6485074
2023-01,Import,iron_steel_73,Russian Federation,17919,6
2023-01,Import,iron_steel_73,San Marino,3129,15
2023-01,Import,iron_steel_73,Saudi Arabia,2556846,1867870
2023-01,Import,iron_steel_73,Serbia,533844,98590
2023-01,Import,iron_steel_73,Singapore,2243101,41943
2023-01,Import,iron_steel_73,Slovakia,3581455,809337
2023-01,Import,iron_steel_73,Slovenia,822999,44140
2023-01,Import,iron_steel_73,South Africa,2052055,738455
2023-01,Import,iron_steel_73,Spain,22737047,4880889
2023-01,Import,iron_steel_73,Sri Lanka,360453,96562
2023-01,Import,iron_steel_73,Sweden,10876917,2949180
2023-01,Import,iron_steel_73,Switzerland,8111593,651221
2023-01,Import,iron_steel_73,Taiwan,159850315,35619298
2023-01,Import,iron_steel_73,Thailand,42926809,26498606
2023-01,Import,iron_steel_73,Trinidad And Tobago,14081,9706
2023-01,Import,iron_steel_73,Tunisia,80773,380
2023-01,Import,iron_steel_73,Türkiye,17811284,8807512
2023-01,Import,iron_steel_73,Ukraine,7459866,3822648
2023-01,Import,iron_steel_73,United Arab Emirates,15445096,7833937
2023-01,Import,iron_steel_73,United Kingdom,33495174,4086574
2023-01,Import,iron_steel_73,Viet Nam,38181865,20395739
2023-02,Export,aluminum_76,Albania,70946,19423
2023-02,Export,aluminum_76,Algeria,86154,12134
2023-02,Export,aluminum_76,Angola,12632,152
2023-02,Export,aluminum_76,Anguilla,41851,2589
2023-02,Export,aluminum_76,Antigua And Barbuda,433675,48399
2023-02,Export,aluminum_76,Argentina,717548,72549
2023-02,Export,aluminum_76,Aruba,108889,14037
2023-02,Export,aluminum_76,Australia,2795475,251211
2023-02,Export,aluminum_76,Austria,223796,11836
2023-02,Export,aluminum_76,Azerbaijan,9909,21
2023-02,Export,aluminum_76,Bahamas,1151286,162782
2023-02,Export,aluminum_76,Bahrain,23270,205
2023-02,Export,aluminum_76,Bangladesh,67195,5067
