period,flow,sector,partnerDesc,primaryValue,quantity_kg
2019-01,Export,aluminum_76,Afghanistan,2681,13
2019-01,Export,aluminum_76,Algeria,2680,393
2019-01,Export,aluminum_76,Anguilla,92224,18816
2019-01,Export,aluminum_76,Antigua And Barbuda,134999,16440
2019-01,Export,aluminum_76,Argentina,539002,52558
2019-01,Export,aluminum_76,Aruba,151538,28484
2019-01,Export,aluminum_76,Australia,5101597,635106
2019-01,Export,aluminum_76,Austria,566828,24015
2019-01,Export,aluminum_76,Azerbaijan,18008,1864
2019-01,Export,aluminum_76,Bahamas,1632867,177295
2019-01,Export,aluminum_76,Bahrain,28027,2300
2019-01,Export,aluminum_76,Barbados,296079,52952
2019-01,Export,aluminum_76,Belarus,7399,305
2019-01,Export,aluminum_76,Belgium,3019871,351395
2019-01,Export,aluminum_76,Belize,74078,22877
2019-01,Export,aluminum_76,Bermuda,286488,30808
2019-01,Export,aluminum_76,Bolivia,12750,1247
2019-01,Export,aluminum_76,Bosnia And Herzegovina,3745,559
2019-01,Export,aluminum_76,Brazil,7657041,1079974
2019-01,Export,aluminum_76,British Virgin Islands,283505,29324
2019-01,Export,aluminum_76,Bulgaria,11834,102
2019-01,Export,aluminum_76,Cacm,4991347,937977
2019-01,Export,aluminum_76,Cambodia,15000,1937
2019-01,Export,aluminum_76,Canada,210539544,158528
2019-01,Export,aluminum_76,Cayman Islands,538500,65940
2019-01,Export,aluminum_76,Chad,7505,38
2019-01,Export,aluminum_76,Chile,1039621,122281
2019-01,Export,aluminum_76,China,17843566,1893567
2019-01,Export,aluminum_76,Colombia,1283810,191498
2019-01,Export,aluminum_76,Costa Rica,515513,54273
2019-01,Export,aluminum_76,Croatia,3926,812
2019-01,Export,aluminum_76,Curacao,17688,4168
2019-01,Export,aluminum_76,Cyprus,4649,659
2019-01,Export,aluminum_76,Czech Republic,1405838,217683
2019-01,Export,aluminum_76,Denmark,114785,6606
2019-01,Export,aluminum_76,Djibouti,279868,33828
2019-01,Export,aluminum_76,Dominica,35907,5375
2019-01,Export,aluminum_76,Dominican Republic,1526627,197357
2019-01,Export,aluminum_76,Ecuador,236811,19175
2019-01,Export,aluminum_76,Egypt,74561,3847
2019-01,Export,aluminum_76,El Salvador,223225,18104
2019-01,Export,aluminum_76,Equatorial Guinea,19987,307
2019-01,Export,aluminum_76,Ethiopia,28991,2846
2019-01,Export,aluminum_76,Finland,74852,3901
2019-01,Export,aluminum_76,France,15544768,1708746
2019-01,Export,aluminum_76,Georgia,134355,2399
2019-01,Export,aluminum_76,Germany,10010057,669067
2019-01,Export,aluminum_76,Ghana,9000,66
2019-01,Export,aluminum_76,Greece,98031,11905
2019-01,Export,aluminum_76,Grenada,25793,4502
2019-01,Export,aluminum_76,Guadeloupe,7041,1429
2019-01,Export,aluminum_76,Guatemala,2539046,778902
2019-01,Export,aluminum_76,Guyana,161539,9645
2019-01,Export,aluminum_76,Haiti,24632,4384
2019-01,Export,aluminum_76,Honduras,1621981,75194
2019-01,Export,aluminum_76,Hong Kong,1338668,98869
2019-01,Export,aluminum_76,Hungary,666385,27481
2019-01,Export,aluminum_76,Iceland,96571,33002
2019-01,Export,aluminum_76,India,3352032,310450
2019-01,Export,aluminum_76,Indonesia,279927,33590
2019-01,Export,aluminum_76,Iraq,121572,3075
2019-01,Export,aluminum_76,Ireland,1781376,131725
2019-01,Export,aluminum_76,Israel,6025244,925459
2019-01,Export,aluminum_76,Italy,4291458,249670
2019-01,Export,aluminum_76,Jamaica,1064322,130608
2019-01,Export,aluminum_76,Japan,26770238,2548197
2019-01,Export,aluminum_76,Jordan,3124,380
2019-01,Export,aluminum_76,Kazakhstan,13106,1671
2019-01,Export,aluminum_76,Kenya,14918,793
2019-01,Export,aluminum_76,Kuwait,9429,1562
2019-01,Export,aluminum_76,Latvia,16830,189
2019-01,Export,aluminum_76,Lebanon,84279,9569
2019-01,Export,aluminum_76,Liberia,75064,13659
2019-01,Export,aluminum_76,Lithuania,21947,1999
2019-01,Export,aluminum_76,Luxembourg,29881,1259
2019-01,Export,aluminum_76,Macau,10989,5
2019-01,Export,aluminum_76,Madagascar,8497,55
2019-01,Export,aluminum_76,Malaysia,4858948,372822
2019-01,Export,aluminum_76,Maldives,30025,2736
2019-01,Export,aluminum_76,Malta,11204,592
2019-01,Export,aluminum_76,Mauritania,10000,6000
2019-01,Export,aluminum_76,Mexico,317047461,54763
2019-01,Export,aluminum_76,Morocco,58689,2469
2019-01,Export,aluminum_76,Netherlands,3737171,267595
2019-01,Export,aluminum_76,New Zealand,530803,80549
2019-01,Export,aluminum_76,Nicaragua,91582,11504
2019-01,Export,aluminum_76,Niger,11149,4
2019-01,Export,aluminum_76,Nigeria,119559,7402
2019-01,Export,aluminum_76,Norway,154689,7501
2019-01,Export,aluminum_76,Oman,21061,292
2019-01,Export,aluminum_76,Pakistan,17851,339
2019-01,Export,aluminum_76,Panama,613267,59178
2019-01,Export,aluminum_76,Paraguay,9226,523
2019-01,Export,aluminum_76,Peru,415172,57452
2019-01,Export,aluminum_76,Philippines,582798,19135
2019-01,Export,aluminum_76,Poland,2078240,145614
2019-01,Export,aluminum_76,Portugal,184049,18588
2019-01,Export,aluminum_76,Qatar,437681,20738
2019-01,Export,aluminum_76,Rep. of Korea,23788034,3200437
2019-01,Export,aluminum_76,Romania,405267,40790
2019-01,Export,aluminum_76,Russian Federation,904721,36483
2019-01,Export,aluminum_76,Rwanda,4930,35
2019-01,Export,aluminum_76,Samoa,13685,2000
2019-01,Export,aluminum_76,Saudi Arabia,2506286,251352
2019-01,Export,aluminum_76,Senegal,2777,21
2019-01,Export,aluminum_76,Serbia,5442,44
2019-01,Export,aluminum_76,Singapore,6443463,496066
2019-01,Export,aluminum_76,Sint Maarten,558925,105183
2019-01,Export,aluminum_76,Slovenia,19785,6
2019-01,Export,aluminum_76,Somalia,102000,3592
2019-01,Export,aluminum_76,South Africa,393737,30161
2019-01,Export,aluminum_76,Spain,1237469,112552
2019-01,Export,aluminum_76,Sri Lanka,10020,420
2019-01,Export,aluminum_76,St Kitts And Nevis,78139,25206
2019-01,Export,aluminum_76,St Lucia,76570,10290
2019-01,Export,aluminum_76,St Vincent And The Grenadines,8856,240
2019-01,Export,aluminum_76,Suriname,14942,3904
2019-01,Export,aluminum_76,Sweden,257422,18715
2019-01,Export,aluminum_76,Switzerland,1763453,64745
2019-01,Export,aluminum_76,Taiwan,6117915,708106
2019-01,Export,aluminum_76,Tanzania,12273,1603
2019-01,Export,aluminum_76,Thailand,1982448,336469
2019-01,Export,aluminum_76,Trinidad And Tobago,762648,108787
2019-01,Export,aluminum_76,Tunisia,50533,2047
2019-01,Export,aluminum_76,Turks And Caicos Islands,132202,17628
2019-01,Export,aluminum_76,Türkiye,4071567,511907
2019-01,Export,aluminum_76,Uganda,3219,9
2019-01,Export,aluminum_76,Ukraine,4077900,25042
2019-01,Export,aluminum_76,United Arab Emirates,1351695,156318
2019-01,Export,aluminum_76,United Kingdom,14940326,1406705
2019-01,Export,aluminum_76,Uruguay,54430,1462
2019-01,Export,aluminum_76,Venezuela,37231,3457
2019-01,Export,aluminum_76,Viet Nam,353146,42365
2019-01,Export,aluminum_76,Zambia,34343,746
2019-01,Export,cement_2523,Angola,14000,10065
2019-01,Export,cement_2523,Anguilla,6950,40930
2019-01,Export,cement_2523,Argentina,295076,573966
2019-01,Export,cement_2523,Aruba,39264,95870
2019-01,Export,cement_2523,Australia,159792,313873
2019-01,Export,cement_2523,Austria,23682,40155
2019-01,Export,cement_2523,Bahamas,721952,4445372
2019-01,Export,cement_2523,Bahrain,3900,10073
2019-01,Export,cement_2523,Barbados,11023,20956
2019-01,Export,cement_2523,Belgium,836610,1960761
2019-01,Export,cement_2523,Bermuda,11416,11928
2019-01,Export,cement_2523,Bolivia,29058,48012
2019-01,Export,cement_2523,Brazil,962687,2730371
2019-01,Export,cement_2523,British Virgin Islands,375289,3185466
2019-01,Export,cement_2523,Cacm,640843,1110614
2019-01,Export,cement_2523,Cambodia,12580,36900
2019-01,Export,cement_2523,Canada,8845407,5495000
2019-01,Export,cement_2523,Cayman Islands,34880,120617
2019-01,Export,cement_2523,Chile,300051,850012
2019-01,Export,cement_2523,China,7775220,40691057
2019-01,Export,cement_2523,Colombia,237277,668032
2019-01,Export,cement_2523,Costa Rica,308312,356629
2019-01,Export,cement_2523,Dominican Republic,249100,505298
2019-01,Export,cement_2523,Ecuador,106766,262658
2019-01,Export,cement_2523,Egypt,101592,137511
2019-01,Export,cement_2523,El Salvador,144929,189004
2019-01,Export,cement_2523,Finland,3929656,18873995
2019-01,Export,cement_2523,France,299614,593137
2019-01,Export,cement_2523,Germany,2294162,6276716
2019-01,Export,cement_2523,Ghana,20790,21500
2019-01,Export,cement_2523,Greece,22200,60219
2019-01,Export,cement_2523,Grenada,5140,1025
2019-01,Export,cement_2523,Guatemala,161872,516691
2019-01,Export,cement_2523,Guyana,3615,3210
2019-01,Export,cement_2523,Honduras,25730,48290
2019-01,Export,cement_2523,Hong Kong,8200,4718
2019-01,Export,cement_2523,Hungary,12160,38138
2019-01,Export,cement_2523,India,2230173,7944853
2019-01,Export,cement_2523,Indonesia,721461,2373069
2019-01,Export,cement_2523,Ireland,28240,61385
2019-01,Export,cement_2523,Israel,86425,178839
2019-01,Export,cement_2523,Italy,955818,1814448
2019-01,Export,cement_2523,Jamaica,45271,69297
2019-01,Export,cement_2523,Japan,5779892,27450039
2019-01,Export,cement_2523,Jordan,155586,304212
2019-01,Export,cement_2523,Kenya,121858,145000
2019-01,Export,cement_2523,Kuwait,17740,16093
2019-01,Export,cement_2523,Latvia,96115,485873
2019-01,Export,cement_2523,Lebanon,30302,67403
2019-01,Export,cement_2523,Malaysia,619113,3626054
2019-01,Export,cement_2523,Marshall Islands,7566,6440
2019-01,Export,cement_2523,Mexico,6859571,882935
2019-01,Export,cement_2523,Morocco,24916,44955
2019-01,Export,cement_2523,Netherlands,75632,217676
2019-01,Export,cement_2523,New Zealand,165279,425402
2019-01,Export,cement_2523,Norway,16015,117875
2019-01,Export,cement_2523,Pakistan,417438,1377649
2019-01,Export,cement_2523,Panama,138088,319207
2019-01,Export,cement_2523,Papua New Guinea,11379,84050
2019-01,Export,cement_2523,Peru,80524,151943
2019-01,Export,cement_2523,Philippines,279349,642504
2019-01,Export,cement_2523,Poland,115989,288513
2019-01,Export,cement_2523,Portugal,25580,65168
2019-01,Export,cement_2523,Rep. of Korea,2554033,9072437
2019-01,Export,cement_2523,Russian Federation,82693,195000
2019-01,Export,cement_2523,Saudi Arabia,800886,2965082
2019-01,Export,cement_2523,Singapore,59054,153320
2019-01,Export,cement_2523,Sint Maarten,4647,3426
2019-01,Export,cement_2523,South Africa,228034,423525
2019-01,Export,cement_2523,Spain,1083858,2835326
2019-01,Export,cement_2523,Sri Lanka,27783,67434
2019-01,Export,cement_2523,St Lucia,8550,13877
2019-01,Export,cement_2523,Suriname,6300,2007
2019-01,Export,cement_2523,Sweden,1069271,2954652
2019-01,Export,cement_2523,Switzerland,161365,320968
2019-01,Export,cement_2523,Taiwan,1548092,8203262
2019-01,Export,cement_2523,Thailand,520735,1396773
2019-01,Export,cement_2523,Trinidad And Tobago,296332,1243607
2019-01,Export,cement_2523,Turks And Caicos Islands,4256,13608
2019-01,Export,cement_2523,Türkiye,354327,971619
2019-01,Export,cement_2523,United Arab Emirates,15942,18288
2019-01,Export,cement_2523,United Kingdom,1076738,3118655
2019-01,Export,cement_2523,Uruguay,24842,40751
2019-01,Export,cement_2523,Venezuela,304066,1111728
2019-01,Export,cement_2523,Viet Nam,171949,275381
2019-01,Export,fertilizers,Argentina,28065,14643
2019-01,Export,fertilizers,Aruba,8426,11000
2019-01,Export,fertilizers,Australia,32127866,81710042
2019-01,Export,fertilizers,Austria,3992,1412
2019-01,Export,fertilizers,Bahamas,153499,248297
2019-01,Export,fertilizers,Barbados,31048,38370
2019-01,Export,fertilizers,Belgium,160366,113216
2019-01,Export,fertilizers,Belize,1385528,3299398
2019-01,Export,fertilizers,Bermuda,49489,17511
2019-01,Export,fertilizers,Bosnia And Herzegovina,16781,9156
2019-01,Export,fertilizers,Brazil,28422867,73471269
2019-01,Export,fertilizers,Bulgaria,356450,274271
2019-01,Export,fertilizers,Cacm,582690,201410
2019-01,Export,fertilizers,Canada,108984407,40091547
2019-01,Export,fertilizers,Cayman Islands,8700,4000
2019-01,Export,fertilizers,Chile,10387599,24643690
2019-01,Export,fertilizers,China,14344045,38991969
2019-01,Export,fertilizers,Colombia,6461009,20918264
2019-01,Export,fertilizers,Costa Rica,194762,78392
2019-01,Export,fertilizers,Cyprus,35740,11574
2019-01,Export,fertilizers,Denmark,42309,14540
2019-01,Export,fertilizers,Dominican Republic,4699721,14294666
2019-01,Export,fertilizers,Ecuador,503587,437184
2019-01,Export,fertilizers,Egypt,232090,102000
2019-01,Export,fertilizers,El Salvador,5149,1000
2019-01,Export,fertilizers,France,5398801,29005641
2019-01,Export,fertilizers,French Polynesia,14900,5291
2019-01,Export,fertilizers,Germany,336270,202169
2019-01,Export,fertilizers,Ghana,306930,33852
2019-01,Export,fertilizers,Greece,223734,34905
2019-01,Export,fertilizers,Grenada,9952,11181
2019-01,Export,fertilizers,Guatemala,252969,83018
2019-01,Export,fertilizers,Guyana,28244,22737
2019-01,Export,fertilizers,Haiti,75000,18182
2019-01,Export,fertilizers,Honduras,62830,27239
2019-01,Export,fertilizers,Hong Kong,155740,14938
2019-01,Export,fertilizers,India,19659165,52081440
2019-01,Export,fertilizers,Indonesia,333845,256652
2019-01,Export,fertilizers,Iraq,58200,60000
2019-01,Export,fertilizers,Ireland,1228765,260423
2019-01,Export,fertilizers,Israel,237764,149820
2019-01,Export,fertilizers,Italy,471943,211699
2019-01,Export,fertilizers,Jamaica,36614,69040
2019-01,Export,fertilizers,Japan,354056,298008
2019-01,Export,fertilizers,Jordan,59124,22000
2019-01,Export,fertilizers,Lebanon,249899,46193
2019-01,Export,fertilizers,Madagascar,7920,18138
2019-01,Export,fertilizers,Malaysia,152004,163223
2019-01,Export,fertilizers,Mexico,20250133,6675353
2019-01,Export,fertilizers,Netherlands,541030,811751
2019-01,Export,fertilizers,New Zealand,63331,38386
2019-01,Export,fertilizers,Nicaragua,66980,11761
2019-01,Export,fertilizers,Norway,92637,57041
2019-01,Export,fertilizers,Panama,18733,4000
2019-01,Export,fertilizers,Paraguay,283475,46501
2019-01,Export,fertilizers,Peru,3832072,33053895
2019-01,Export,fertilizers,Philippines,327824,182277
2019-01,Export,fertilizers,Qatar,246955,230124
2019-01,Export,fertilizers,Rep. of Korea,837759,635375
2019-01,Export,fertilizers,Romania,116310,60165
2019-01,Export,fertilizers,Saudi Arabia,30881,11000
2019-01,Export,fertilizers,Singapore,219131,97757
2019-01,Export,fertilizers,Slovakia,5063,72
2019-01,Export,fertilizers,Spain,493217,67555
2019-01,Export,fertilizers,Sri Lanka,29200,18960
2019-01,Export,fertilizers,St Kitts And Nevis,3534,1085
2019-01,Export,fertilizers,St Lucia,7990,9000
2019-01,Export,fertilizers,St Vincent And The Grenadines,25911,20431
2019-01,Export,fertilizers,Suriname,113872,126792
2019-01,Export,fertilizers,Taiwan,360860,182225
2019-01,Export,fertilizers,Thailand,93844,84176
2019-01,Export,fertilizers,Trinidad And Tobago,81139,69910
2019-01,Export,fertilizers,Tunisia,144904,61114
2019-01,Export,fertilizers,Turks And Caicos Islands,14276,12000
2019-01,Export,fertilizers,Türkiye,919544,328152
2019-01,Export,fertilizers,Ukraine,28454,19706
2019-01,Export,fertilizers,United Arab Emirates,80346,89102
2019-01,Export,fertilizers,United Kingdom,652287,1414683
2019-01,Export,fertilizers,Uruguay,75986,60183
2019-01,Export,fertilizers,Viet Nam,331249,226759
2019-01,Export,hydrogen_2804,Angola,4800,327
2019-01,Export,hydrogen_2804,Canada,315230,0
2019-01,Export,hydrogen_2804,Dominican Republic,10185,21319
2019-01,Export,hydrogen_2804,Ecuador,4185,712
2019-01,Export,hydrogen_2804,Mexico,202368,0
2019-01,Export,hydrogen_2804,Rep. of Korea,24800,255
2019-01,Export,hydrogen_2804,Trinidad And Tobago,10000,28000
2019-01,Export,iron_steel_72,Algeria,4245,4681
2019-01,Export,iron_steel_72,Argentina,112134,44474
2019-01,Export,iron_steel_72,Aruba,28468,29121
2019-01,Export,iron_steel_72,Australia,360105,161180
2019-01,Export,iron_steel_72,Austria,300959,15571
2019-01,Export,iron_steel_72,Bahamas,1461926,1379259
2019-01,Export,iron_steel_72,Bahrain,4553,376
2019-01,Export,iron_steel_72,Bangladesh,547655,1051074
2019-01,Export,iron_steel_72,Barbados,16259,17372
2019-01,Export,iron_steel_72,Belgium,2813215,1308048
2019-01,Export,iron_steel_72,Belize,8365,3288
2019-01,Export,iron_steel_72,Bermuda,427269,339102
2019-01,Export,iron_steel_72,Bolivia,4602,797
2019-01,Export,iron_steel_72,Brazil,1225374,382719
2019-01,Export,iron_steel_72,British Virgin Islands,122367,88606
2019-01,Export,iron_steel_72,Bulgaria,15108,7788
2019-01,Export,iron_steel_72,Cacm,1901903,463093
2019-01,Export,iron_steel_72,Cameroon,9164,15603
2019-01,Export,iron_steel_72,Canada,218521890,388004328
2019-01,Export,iron_steel_72,Cayman Islands,38599,15889
2019-01,Export,iron_steel_72,Chile,277463,198441
2019-01,Export,iron_steel_72,China,6904816,2462290
2019-01,Export,iron_steel_72,Colombia,295489,222454
2019-01,Export,iron_steel_72,Costa Rica,1533460,156589
2019-01,Export,iron_steel_72,Curacao,4901,8802
2019-01,Export,iron_steel_72,Czech Republic,61267,31454
2019-01,Export,iron_steel_72,Denmark,539418,8183
2019-01,Export,iron_steel_72,Dominican Republic,1299388,1193432
2019-01,Export,iron_steel_72,Ecuador,72106,85624
2019-01,Export,iron_steel_72,Egypt,41945,5955
2019-01,Export,iron_steel_72,El Salvador,8198,2951
2019-01,Export,iron_steel_72,Ethiopia,9950,3135
2019-01,Export,iron_steel_72,Finland,327976,8279
2019-01,Export,iron_steel_72,France,1369419,120251
2019-01,Export,iron_steel_72,Germany,2986042,1356525
2019-01,Export,iron_steel_72,Greece,20018,5595
2019-01,Export,iron_steel_72,Guatemala,69225,34641
2019-01,Export,iron_steel_72,Honduras,219113,228560
2019-01,Export,iron_steel_72,Hong Kong,387976,60679
2019-01,Export,iron_steel_72,Hungary,23411,12485
2019-01,Export,iron_steel_72,India,3648100,4165917
2019-01,Export,iron_steel_72,Indonesia,153013,97027
2019-01,Export,iron_steel_72,Iraq,6497,200
2019-01,Export,iron_steel_72,Ireland,907090,11640
2019-01,Export,iron_steel_72,Israel,97996,44946
2019-01,Export,iron_steel_72,Italy,2711833,1580885
2019-01,Export,iron_steel_72,Jamaica,49169,40247
2019-01,Export,iron_steel_72,Japan,1526254,555489
2019-01,Export,iron_steel_72,Kuwait,158279,46546
2019-01,Export,iron_steel_72,Liberia,13703,4768
2019-01,Export,iron_steel_72,Malaysia,319376,108831
2019-01,Export,iron_steel_72,Marshall Islands,2692,4584
2019-01,Export,iron_steel_72,Mauritania,20767,12009
2019-01,Export,iron_steel_72,Mexico,228351096,55999602
2019-01,Export,iron_steel_72,Morocco,66500,30099
2019-01,Export,iron_steel_72,Netherlands,1641379,493164
2019-01,Export,iron_steel_72,New Zealand,232778,75328
2019-01,Export,iron_steel_72,Nicaragua,71907,40352
2019-01,Export,iron_steel_72,Niger,3253,544
2019-01,Export,iron_steel_72,Nigeria,17219,7748
2019-01,Export,iron_steel_72,Norway,4325,1
2019-01,Export,iron_steel_72,Oman,177425,148140
2019-01,Export,iron_steel_72,Pakistan,1530378,2356098
2019-01,Export,iron_steel_72,Panama,183963,245194
2019-01,Export,iron_steel_72,Peru,110572,191428
2019-01,Export,iron_steel_72,Philippines,83347,59816
2019-01,Export,iron_steel_72,Poland,593695,45233
2019-01,Export,iron_steel_72,Qatar,18519,1707
2019-01,Export,iron_steel_72,Rep. of Korea,2741178,992883
2019-01,Export,iron_steel_72,Romania,31961,1672
2019-01,Export,iron_steel_72,Russian Federation,314960,106766
2019-01,Export,iron_steel_72,Saudi Arabia,175169,76135
2019-01,Export,iron_steel_72,Singapore,876846,227085
2019-01,Export,iron_steel_72,Slovakia,337911,65402
2019-01,Export,iron_steel_72,Slovenia,18730,6506
2019-01,Export,iron_steel_72,South Africa,149241,43549
2019-01,Export,iron_steel_72,Spain,691894,527931
2019-01,Export,iron_steel_72,St Kitts And Nevis,15954,14011
2019-01,Export,iron_steel_72,St Lucia,8405,3901
2019-01,Export,iron_steel_72,Sweden,362306,61710
2019-01,Export,iron_steel_72,Switzerland,175352,9117
2019-01,Export,iron_steel_72,Taiwan,3109927,1495444
2019-01,Export,iron_steel_72,Tanzania,28229,4905
2019-01,Export,iron_steel_72,Thailand,1075784,509373
2019-01,Export,iron_steel_72,Trinidad And Tobago,48575,22343
2019-01,Export,iron_steel_72,Tunisia,28545,4
2019-01,Export,iron_steel_72,Turks And Caicos Islands,193334,238596
2019-01,Export,iron_steel_72,Türkiye,9851258,33095240
2019-01,Export,iron_steel_72,United Arab Emirates,476071,179292
2019-01,Export,iron_steel_72,United Kingdom,1454132,695653
2019-01,Export,iron_steel_72,Viet Nam,115317,145762
2019-01,Export,iron_steel_73,Afghanistan,63434,3343
2019-01,Export,iron_steel_73,Algeria,775914,81466
2019-01,Export,iron_steel_73,Angola,167368,2844
2019-01,Export,iron_steel_73,Anguilla,48806,21874
2019-01,Export,iron_steel_73,Antigua And Barbuda,223205,87127
2019-01,Export,iron_steel_73,Argentina,3889861,504848
2019-01,Export,iron_steel_73,Aruba,153981,102360
2019-01,Export,iron_steel_73,Australia,11591273,1385667
2019-01,Export,iron_steel_73,Austria,506986,37126
2019-01,Export,iron_steel_73,Azerbaijan,188874,12699
2019-01,Export,iron_steel_73,Bahamas,4202298,1397322
2019-01,Export,iron_steel_73,Bahrain,504254,44480
2019-01,Export,iron_steel_73,Bangladesh,137009,19750
2019-01,Export,iron_steel_73,Barbados,149258,37507
2019-01,Export,iron_steel_73,Belarus,17257,494
2019-01,Export,iron_steel_73,Belgium,3147118,413083
2019-01,Export,iron_steel_73,Belize,33699,3279
2019-01,Export,iron_steel_73,Bermuda,660512,302678
2019-01,Export,iron_steel_73,Bolivia,111220,6507
2019-01,Export,iron_steel_73,Botswana,3085,5
2019-01,Export,iron_steel_73,Brazil,13281096,1892655
2019-01,Export,iron_steel_73,British Virgin Islands,238779,43653
2019-01,Export,iron_steel_73,Brunei,155258,17081
2019-01,Export,iron_steel_73,Bulgaria,48817,1817
2019-01,Export,iron_steel_73,Burkina Faso,12422,904
2019-01,Export,iron_steel_73,Cacm,3733926,574661
2019-01,Export,iron_steel_73,Cameroon,277217,13188
2019-01,Export,iron_steel_73,Canada,239857479,885678
2019-01,Export,iron_steel_73,Cayman Islands,1405400,387872
2019-01,Export,iron_steel_73,Chad,16708,722
2019-01,Export,iron_steel_73,Chile,4765032,956057
2019-01,Export,iron_steel_73,China,21362099,2492906
2019-01,Export,iron_steel_73,Colombia,3495813,475942
2019-01,Export,iron_steel_73,Congo,7316,262
2019-01,Export,iron_steel_73,Costa Rica,1814218,280744
2019-01,Export,iron_steel_73,Cote D'Ivoire,10226,230
2019-01,Export,iron_steel_73,Curacao,33064,29420
2019-01,Export,iron_steel_73,Cyprus,156087,31801
2019-01,Export,iron_steel_73,Czech Republic,976909,98186
2019-01,Export,iron_steel_73,Democratic Republic Of The Congo,31420,3743
2019-01,Export,iron_steel_73,Denmark,863730,47198
2019-01,Export,iron_steel_73,Djibouti,19712,789
2019-01,Export,iron_steel_73,Dominica,84775,29292
2019-01,Export,iron_steel_73,Dominican Republic,1868687,538683
2019-01,Export,iron_steel_73,Ecuador,1299068,163153
2019-01,Export,iron_steel_73,Egypt,755216,47696
2019-01,Export,iron_steel_73,El Salvador,430865,55018
2019-01,Export,iron_steel_73,Equatorial Guinea,1747857,40224
2019-01,Export,iron_steel_73,Estonia,51922,1485
2019-01,Export,iron_steel_73,Ethiopia,29381,731
2019-01,Export,iron_steel_73,Fiji,11762,31
2019-01,Export,iron_steel_73,Finland,274310,27835
2019-01,Export,iron_steel_73,France,12303229,645347
2019-01,Export,iron_steel_73,French Guiana,24755,12
2019-01,Export,iron_steel_73,French Polynesia,7300,7
2019-01,Export,iron_steel_73,Gabon,10985,604
2019-01,Export,iron_steel_73,Georgia,2628,4
2019-01,Export,iron_steel_73,Germany,21567863,2691796
2019-01,Export,iron_steel_73,Ghana,269701,58007
2019-01,Export,iron_steel_73,Greece,206284,19870
2019-01,Export,iron_steel_73,Grenada,52449,6710
2019-01,Export,iron_steel_73,Guadeloupe,9340,335
2019-01,Export,iron_steel_73,Guatemala,644247,120306
2019-01,Export,iron_steel_73,Guinea,3763,578
2019-01,Export,iron_steel_73,Guyana,6256290,1501910
2019-01,Export,iron_steel_73,Haiti,3543917,88091
2019-01,Export,iron_steel_73,Honduras,638478,74822
2019-01,Export,iron_steel_73,Hong Kong,2175169,78941
2019-01,Export,iron_steel_73,Hungary,759172,89850
2019-01,Export,iron_steel_73,Iceland,37540,169
2019-01,Export,iron_steel_73,India,7838258,1478155
2019-01,Export,iron_steel_73,Indonesia,2520367,358037
2019-01,Export,iron_steel_73,Iraq,516380,39033
2019-01,Export,iron_steel_73,Ireland,1411443,50718
2019-01,Export,iron_steel_73,Israel,3797782,214769
2019-01,Export,iron_steel_73,Italy,6442411,466649
2019-01,Export,iron_steel_73,Jamaica,1397476,513100
2019-01,Export,iron_steel_73,Japan,20922048,2730592
2019-01,Export,iron_steel_73,Jordan,92663,9932
2019-01,Export,iron_steel_73,Kazakhstan,992049,178210
2019-01,Export,iron_steel_73,Kenya,103160,8396
2019-01,Export,iron_steel_73,Kuwait,421224,18418
2019-01,Export,iron_steel_73,Latvia,132823,11314
2019-01,Export,iron_steel_73,Lebanon,133728,30632
2019-01,Export,iron_steel_73,Liberia,1661274,89457
2019-01,Export,iron_steel_73,Libya,8068,2693
2019-01,Export,iron_steel_73,Liechtenstein,2970,3
2019-01,Export,iron_steel_73,Lithuania,21431,2090
2019-01,Export,iron_steel_73,Luxembourg,811581,18069
2019-01,Export,iron_steel_73,Macau,483739,18924
2019-01,Export,iron_steel_73,Malaysia,3965306,322324
2019-01,Export,iron_steel_73,Mali,3648,175
2019-01,Export,iron_steel_73,Malta,49859,5625
2019-01,Export,iron_steel_73,Marshall Islands,756406,56357
2019-01,Export,iron_steel_73,Mauritania,5961,9
2019-01,Export,iron_steel_73,Mayotte,20211,3446
2019-01,Export,iron_steel_73,Mexico,330744988,1061030
2019-01,Export,iron_steel_73,Micronesia,13708,2155
2019-01,Export,iron_steel_73,Mongolia,13078,573
2019-01,Export,iron_steel_73,Montenegro,35500,0
2019-01,Export,iron_steel_73,Montserrat,10049,911
2019-01,Export,iron_steel_73,Morocco,132459,8757
2019-01,Export,iron_steel_73,Mozambique,7840,633
2019-01,Export,iron_steel_73,Netherlands,5851511,550559
2019-01,Export,iron_steel_73,New Zealand,1069931,141641
2019-01,Export,iron_steel_73,Nicaragua,206118,43771
2019-01,Export,iron_steel_73,Niger,20000,370
2019-01,Export,iron_steel_73,Nigeria,759304,194572
2019-01,Export,iron_steel_73,Norway,2312796,174396
2019-01,Export,iron_steel_73,Oman,840164,137945
2019-01,Export,iron_steel_73,Pakistan,118417,8104
2019-01,Export,iron_steel_73,Palau,2800,833
2019-01,Export,iron_steel_73,Panama,2762277,380893
2019-01,Export,iron_steel_73,Paraguay,24908,393
2019-01,Export,iron_steel_73,Peru,3921484,636275
2019-01,Export,iron_steel_73,Philippines,5219662,960772
2019-01,Export,iron_steel_73,Poland,2493308,231876
2019-01,Export,iron_steel_73,Portugal,551675,9110
2019-01,Export,iron_steel_73,Qatar,1594591,177116
